Entry,City,Country code,Edition,Country,Continent
"G O W [3 patriot, a private gentleman of Gascony. Ihe Spa¬ niards having inhumanly massacred a colony of French¬ men who had settled in Florida, Gourgues took a se¬ vere revenge on them, an account of which is given under the article FLORIDA. On his return he was re¬ ceived with acclamations by his countrymen, but was forbidden to appear at court. Queen Elizabeth invited him to command an English fleet against the Spaniards in 1593; but he died at Tours in his way to Eng¬ land","Florida, Tours","FR,UY,UK",6,"France,Uruguay,N/A","Europe,South America,N/A"
"16. But although number be a natural accident of nouns, it can only be considered as essential to those which denote genera or species. Thus we may have occasion to speak of one animal or of many animals, of one man or of many men ; and therefore the nouns ani¬ mal and man must be capable of expressingas well as unity. But this is not the case with respect to the proper names of individuals: for we can only say Xenophon, Aristotle, Plato, &c. in the singular; as, were any one of these names to assume a plural form, it would cease to-be proper name of an individual, and become the common name of a species. Of this, indeed, we have some examples in every language","Plato, Of","CO,TR",6,"Colombia,Turkey","South America,Asia"
"as such admits of a plural; as the Cwsars,the Howards, the Pelhams, the Montagues, &c.: but Socrates can ne¬ ver become plural; so long as we know of no more than one man of that name. The reason of all this will be obvious, if we consider that every genus may be found whole and entire in each of its species ; for man, horse, and dog, are each of them an entire and complete ani¬ mal: and every species may be found whole and entire in each of its individuals: for Socrates, Plato, and Xe¬ nophon, are each of them completely and entirely a man. Hence it is, that every genus, though ONE, is multiplied into many j and every species, though ONE, is also multiplied into MANY ; by reference to those be¬ ings which are their subordinates : But as no individual has any such subordinates, it can never in strictness be considered as MANY j and so, as well in nature as in name, is truly an individual which cannot admit of number",Plato,CO,6,Colombia,South America
"25 ronouns. When Horace says, Prata cauls alblcant pruinis,” ■■■.» the adjective canis denotes a quality common to all hoarfrost; and therefore cannot modify the substantive^ because it adds nothing to the conception of which that substantive is the name. But when the attribute ex¬ pressed by the adjective is competent to some individuals only of the species of which the substantive is the name, the adjective has then the effect of modifying ov limiting the substantive. Thus, when one says vir bonus, he makes use of an adjective which modifies the substantive vir, because it expresses a quality or attribute which -does not belong to all men",Prata,BR,6,Brazil,South America
"Fin. i. 1. Totum hoc displicet philosophari.—-Petron c. 52. Meum intelligere nulla pecunia vendo. Item, absque adjectivo: ut, Ovid Met. ii. 483. Posse loqui eripitur, i. e. potestas loquendi.—Plant. Bacch. i. 2. 50. Hie vereriperdidit, i. e. verecundiam.—Cic. Tusc. v. 38. Loquor de docto homine et erudiio, cui vivere est cogitare, i. e. cujus vita est cogitatio [Grammaticje Latinje Institutiones: Pars secunda, lib. i. cap. 2. where the reader will find examples of the infinitive used by the best Homan writers us a substantive noun in every case.] This opinion of Ruddiman and his ancient grammarians has been lately controverted with much ingenuity by Hr Gregory ; who seems to think, that in the infinitive alone we should look for the essence of the verb di¬ vested of every accidental circumstance, time only excepted. If this be indeed the case, almost every thing which we have said of the verb, its tenses, and its modes, is erroneous; and he who takes his principles of gram¬ mar from the Encyclopcedia, will fill his head with a farrago of absurdities. The writer of the article, however, has been at much pains to acquire correct notions of the subject; he has studied the writings of others; he 40 GRAM Verb?, frOTtf; and is not a mode, as far as we can con- v-.--■; ccire, of any tiring. Thus, Scire tuvm nihil est, is the same with Scientia tua nihil est.; and, “ Death is cer- ^ tain,” with “ To die is certain.” Ot espies- yp. Before we dismiss the subject of modes, it may sin^ com- be improper to take notice of the connection which the^anre Harris, after Apollonius, has found between com- tenss ' manding and futurity. Intreating and commanding (be says) have a necessary respect to the future only",Posse,BR,6,Brazil,South America
"An bnpi o- to adversative disjunctives, it has been already said, per dhtiuc- after Mr Harris, that they imply opposition : but the tiou. truth seems to be, that they only unite in the same sen¬ tence words ovphrases of opposite meanings. Now it is obvious, that opposite attributes cannot belongtothe same subject; as when we say, Nereus was beautiful, we can¬ not superadd to this sentence, that he was ugly; we cannot say, he was beautiful but ugly. When there is opposition, it must be either of the same attribute in different subjects; as when we say, li Brutus was a pa¬ triot, BUT Ccesar was not:” Or of different attributes in the same subject j as when we say “ Gorgiusw&s a so¬ phist, but not & philosopher.” Or of different attributes in different subjects; as when we say, ” Plato was a philo¬ sopher, BUT Hippias was a sophist.” The conjunctions used for all these purposes hare been called absolute ad- versatives, we think improperly, as the opposition is not marked by the conjunctions, but by the words or sentences which they serve to connect. Mr Locke, speaking of the word but, says, that “ it sometimes intimates ft stop of the mind, in the course it was going, before it came to the end of itto which Mr Tooke replies with truth, that but itself is the farthest of any word in the language from intimating a stop. On the contrary, it always intimates something to follow; insomuch, that when any man in discourse finishes his words with BUT, instead of supposing him to have stopped, we always ask, BUT what ?- Besides the adversatives already mentioned, there are two other species, of which the most important are un¬ less and ALTHOUGH. For example, “ Troy will be taken, UNLESS the palladium be preserved; Troy will be taken, ALTHOUGH Hector defend it.” The na¬ ture of these adversatives may be thus explained. As every event is naturally allied to its cause, so by parity of reason it is opposed to its,preventive; and as every cause is either adequate ox inadequate (inadequate when it endeavours without being effectual), so in like man¬ ner is every preventive. Now adequate preventives are expressed by such adversatives as UNLESS : “ Troy will be taken, UNLESS the palladium be preserved that is, this alone is sufficient to prevent it. The inadequate are expressed by such adversatives as ALTHOUGH: “ Troy will be taken ALTHOUGH Hector defend itthat is, Hector's defence will prove ineffectual. These may be called adversatives ADEQUATE and INADEQUATE","Plato, Troy, Troy, Troy, Troy","US,CO",6,"United States,Colombia","North America,South America"
"Granada, Neiv, a province of South America, in Terra Firma, about 950 miles in length, and 240 in breadth. It is bounded on the north by Carthagena and St Martha, on the east by Venezuela, on the south by Popayan, and on the west by Darien. It con¬ tains mines of gold, copper, and iron ; horses, mules, good pastures, corn, and fruits. It belongs to the Spaniards, and Santa-Fe de Bagota is the capital town","Granada, Darien","VE,NI,US",6,"Venezuela, Bolivarian Republic of,Nicaragua,United States","South America,North America,North America"
"However, it is probable, that early in life he had an intention of publishing an edition of Strabo } for his papers contain a great number of notes and geo¬ graphical disquisitions on that author, particularly with respect to that part of Asia which comprehends Persia and India. The indefatigable pains which he took with the writings of Plato, and the quantity of critical as well as explanatory observations which he has left upon almost every part of his works, plainly indicate, that no man in Europe was better prepared to republish and illustrate that philosopher than Mr Gray. Another work, on which he bestowed uncom¬ mon labour was the Anthologia. In an interleaved copy of that collection of Greek epigrams, he has tran¬ scribed several additional ones, which he selected in his extensive reading ; has inserted a great number of cri¬ tical notes and emendations, and subjoined a copious index. But whether he intended this performance for the press or not, is uncertain. The only work which he meditated upon with this direct view from the be¬ ginning was a history of English poetry, upon a plan sketched out by Mr Pope. He has mentioned this himself in an advertisement to those three fine imita¬ tions of Norse and Welsh poetry, which he gave the world in the last edition of his poems. But after he had made some considerable preparations for the exe¬ cution of this design, and Mr Mason had offered him his assistance, he was informed, that Mr Wharton, of Trinity College, Oxford, was engaged in a work of the same kind. The undertaking was therefore relin¬ quished, by mutual consent; and soon after, on that gentleman’s desiring a sight of the plan, our author readily sent him a copy of it","Asia, Plato, Oxford","IN,PH,CO,US,GR,UK,GB",6,"India,Philippines,Colombia,United States,Greece,N/A,United Kingdom","Asia,Asia,South America,North America,Europe,N/A,Europe"
"The Greek language, as preserved in the writings of the celebrated authors of antiquity, as Homer, He¬ siod, Demosthenes, Aristotle, Plato, Xenophon, Sec",Plato,CO,6,Colombia,South America
"GUADALAVIAR, a river of Spain, which rises on the confines of Arragon and New Castile, and, run¬ ning by Turvel in Arragon, crosses the kingdom of Valencia, passes by the town of the same name, and soon after falls into the Mediterranean sea, a little be¬ low Valencia","Valencia, Valencia","VE,ES",6,"Venezuela, Bolivarian Republic of,Spain","South America,Europe"
