Entry,City,Country code,Edition,Country,Continent
"In 1719, he made a speech in the house of lords, against the bill to prevent occasional conformity. In 2722, he withdrew to France, and continued abroad almost ten years. At his return in 1732, he published Granville a fine edition of his works in 2 vols quarto. He died fl in 1735, leaving no male issue. Grates",Granville,"FR,AU",6,"France,Australia","Europe,Oceania"
"Granville, a sea-port town of France, in Lower '""""v Normandy, partly seated on a rock and partly on a plain. It gave title to an English earl, now extinct",Granville,"FR,AU,UK",6,"France,Australia,N/A","Europe,Oceania,N/A"
"When all was ready, Captain Bruce with 20 sepoys, grenadiers, ascended without being discovered, and squatted down under the parapet $ but before a rein¬ forcement arrived, three of the party had so little re¬ collection as to fire on some of the garrison who hap¬ pened to be lying asleep near them. This had nearly ruined the whole plan : the garrison were of course alarmed, and ran in great numbers towards the place $ but ignorant of the strength of the assailants (as the men fired on had been killed outright), they suffered themselves to be stopped by the warm fire kept up by the small party of the grenadiers, until Major Popham himself, with a considerable reinforcement, came to their aid. The garrison then retreated to the inner buildings, and discharged a few rockets, but soon af¬ terwards retreated precipitately through the gate j whilst the principal officers, thus deserted, assembled together in one house, and hung out a flag. Major Popham sent an officer to give them assurance of quar¬ ter and protection ; and thus, in the space of two hours, this important and astonishing fortress was com¬ pletely in our possession. We had only 20 men wound¬ ed and one killed. On the side of the enemy, Bapogee ] G U A the governor was killed, and most of the principal offi- cers wounded.” _ Guam Thus fell the strongest fortress in Hindostan, garri-'—y",,GU,6,Guam,Oceania
"The Ladrone islands, and Guam in particular, were covered with inhabitants when they were discover¬ ed. It is said that Guam alone contained upon its coast more than 30,000 people. These men were fe¬ rocious savages and bold thieves, as all the islanders in the South seas are, undoubtedly because they were un¬ acquainted with the rights of property ; but they were so savage, so incapable of supporting the yoke or ci¬ vilization, that the Spaniards, who undertook to bring them under the regulations of law and order, have seen their numbers almost annihilated within the space of two centuries. Under the government of their missionaries, these fierce islanders, after having long defended, by cruel wars, the right of living like wild beasts under the guidance of instinct, being at last ob¬ liged to yield to the superiority of the Spanish arms, gave themselves up to despair : they took the resolu¬ tion of administering potions to their women, in order to procure abortions, and to render them sterile, that they might not bring into the world, and leave behind them, beings that were not free, according to the ideas that they had of liberty. A resolution so vio¬ lent, G U A [ 123 ] G U A 1. lent, and so contrary to the views and intentions of —' nature, was persisted in with so much obstinacy in the nine Ladrone islands, that their population, which at the time of the discovery consisted of more than 60,000 souls, does not now exceed 800 or 900 in the whole extent of the archipelago. About 20 or 30 years ago, the scattered fragments of the original natives were collected and established in the island of Guam, where they now begin to recover by the wise precautions, and prudent, though tardy, exertions of a government more adapted to the climate of these islands and to the genius of their inhabitants",,"GU,ES",6,"Guam,Spain","Oceania,Europe"
"The centre of the island is still uncleared. The trees are not very tall, but they are fit for the building of houses and of boats. The forests are in general very thick. The Spaniards at first cleared certain portions of land to turn them into savannahs for the feeding of cattle. The formation of savannahs consists in multiplying within the forests small cleared spots separated only by thickets and rows of trees, and kept clean from shrubs of every kind. The Spaniards sow these spots with grass seeds, and other indigenous plants that are fit for pasturage. These meadows, be¬ ing effectually shaded on every quarter, preserve their freshness, and afford the flocks and herds a shelter from the sun and the great heat of noon. The cattle that were formerly brought to the savannahs of Guam from America have multiplied astonishingly : they are become wild, and must be shot when wanted, or taken by stratagem",,GU,6,Guam,Oceania
"The rivers of Guam, which are either rivulets or torrents, abound in fish of an excellent quality : the Indians, however, eat none of them, but prcfer'the in¬ habitants of the sea. The turtle, which grow here as large as those in the island of Ascension, are not eaten either by the Indians or Spaniards",,GU,6,Guam,Oceania
"The cultivated crops lately introduced are, the rice, the maize, the indigo, the cotton, the cocoa, the su¬ gar-cane, which have all succeeded. That of the Guam maize, especially, is of astonishing fertility : it is com- II mon to find in the fields where this grain is cultivated Guaiautet plants of twelve feet high, bearing eight or ten spikes from nine to ten inches in length, set round with well- filled seeds. The gardens are stored with mangoes and pine-apples. The former is one of the finest fruits ima¬ ginable : it was brought from Manilla, and may be eaten in great quantity without any bad consequences.— Horses have been brought to Guam from Manilla, and asses and mules from Acapulco. The Indians have been taught to tame and domesticate the ox, and to employ him in the draught",Acapulco,"GU,MX",6,"Guam,Mexico","Oceania,North America"
"The men are a little addicted to drurikenness, for they drink freely of the wine of the cocoa-nut. They love music and dancing much, but labour little. They are passionately fond of cock-fighting. On Sundays and holidays they gather together in crowds after the ser¬ vice, at the door of the church ; where each Indian brings his cock to match him with that of his neigh¬ bour, and each bets upon his own.—The mission of Guam is now in the hands of the Augustine friars, who have supplanted the Jesuits. E. Long. 155. 10. N",,"GU,IN",6,"Guam,India","Oceania,Asia"
"GUINEA, a large tract of country lying oil the west side of the continent of Africa, extends along the coast three or four thousand miles, beginning at the river Senegal, situated about the 17th degree of north latitude (being the nearest part of Guinea as well to Europe as to North America). From that river to the river Gambia, and in the southerly course to Cape Sierra Leona, is comprehended a coast of about 700 miles ; being the same tract for which Queen Elizabeth grant¬ ed charters to the first traders to that coast. From Sierra Leona, the land of Guinea takes a turn to the eastward, extending that course about 1500 miles, in¬ cluding those several divisions known by the names of the Grain Coast, the Ivory Coast, the Gold Coast, and the Slave Coast, with the large kingdom of Tienin",Gold Coast,"GN,SN,GM,CI,AU",6,"Guinea,Senegal,Gambia,Côte d'Ivoire,Australia","Africa,Africa,Africa,Africa,Oceania"
"3. Next adjoining to the Ivory Coast are those called the Gold Coast and i\\e Slave Coast; authors are not agreed about their bounds, hut their extent together along the coast may be about 500 miles. And as the policy, produce, and economy of these two kingdoms ot Guinea are much the same, they shall be described together",Gold Coast,"CI,GN,AU",6,"Côte d'Ivoire,Guinea,Australia","Africa,Africa,Oceania"
