Entry,City,Country code,Edition,Country,Continent
"Gothofred, Theodore, son of the former, was born at Geneva in 1580. As soon as he had .finished his studies, he went to Paris ; where he conformed to the Romish religion, and applied with indefatigable in¬ dustry to the study of history, that of France particu¬ larly, wherein he became very eminent, as appears by his works. In 1632, the king made him one of his historiographers, with a stipend of 3000 livres ; and, in 1636, he was sent to Cologne, to assist at the treaty of peace negociating there on the part of France, by the cardinal of Lyons. This treaty being removed to Munster, Gothofred was sent thither, where he drew up Memoirs on the subject; and continued in that city, in the king’s service, to his death in 1649. Princi“ pal work is his “ Account of the Ceremonial of the kings of France.” GOTTENBURG, or Gotheburg, a rich and strong town of West Gothland, in Sweden, with a good har¬ bour, at the mouth of the river Gothelba ; which is the best situated for foreign trade of any in Sweden, as it lies without the Sound. It occupies the site of an an¬ cient town, named Lodese, which was built by Gustavus Vasa ; and being endowed with considerable privileges, soon became the great emporium for the trade of the western provinces. Charles IX. when duke of Goth¬ land, having in 1604 laid the foundations of a new town in the island of Hisingen, at no great distance from Lo- dese, called Gotheborg (since corrupted into Gotten- burg'), in honour of his duchy ; upon his accession to the throne, he erected in his new town a trading company ; drew thither many foreigners, particularly the Dutch, to whom he allowed an exemption from all duties of export and import during 20 years; a corps of English and Vol. X. Part I. f GOT Scots troops under the command of William Stewart; Cotten- and granted to the Calvinists established therein the free Q0^tUjng’en< exercise of their religion, the first place in Sweden where this toleration was permitted. Ihe town being in 1611 reduced to ashes by the Danes, was rebuilt in the reign of Gustavus Adolphus in its present situation, and ob¬ tained a confirmation of its ancient rights, with the grant of several additional privileges.—It is built in a very sigular situation. At a small distance from the sea is a marshy plain, scarcely more than half a mile in breadth, watered by the rivers Gotha and Moldal, and almost entirely enclosed with high ridges of rocks, so bare and rugged, that they scarcely produce a single blade of grass, and exhibit as barren an appearance as the summits of the loftiest Alps. Gottenburg stands partly upon the ridges, and partly in the plain ; and is divided from these different situations into the Up¬ per and Lower Town. The latter is entirely level, in- , tersected by several canals in the manner of the Dutch towns; and its houses are all constructed upon piles ; the upper part hangs on the declivities ; and rows of buildings rise one above the other like the seats of an am¬ phitheatre. The whole is regularly fortified ; and its cir¬ cumference is near three miles, exclusive of the suburbs, called Haga, which lie toward the harbour. The streets are all uniformly straight: a few of the houses are of brick ; but the generality are constructed with wood painted red. The harbour is formed by two chains of rocks, and is about a quarter of a mile in breadth. Its entrance is defended by the fort of Newr Elfsborg, which stands upon a small rocky island, and contains a garrison of 250 men. There is at Gotten¬ burg a Royal Society of Sciences and Literature, upon the plan of that of Upsala.—Mr Coxe was informed by a merchant who had resided 22 years at Gottenburg, that, during that period, its population had increased considerably, and that it now contained about 30,000 inhabitants. This flourishing state is attributed to the extension of its commerce, particularly its East India Company, and the success of the herring-fishery. An English consul and several merchants of our nation reside at Gottenburg: and a chapel, with a regular chaplain, is appropriated to their use. E. Long. II","Geneva, Paris, Munster, Vasa, Gotha","FR,SE,US,NL,UK,IN,DE",6,"France,Sweden,United States,Netherlands,N/A,India,Germany","Europe,Europe,North America,Europe,N/A,Asia,Europe"
"GOTTINGEN, a considerable town of Lower Saxony in Germany, and in the duchy of Brunswick ; formerly free and imperial, but afterwards subject to the elector of Hanover. Here his late majesty George II, A founded / G O IT [2 founded an university. It is seated on the river Leine, in E. Long. g. 55. N. Lat. 51. 32","Brunswick, Hanover, George","US,DE,ZA",6,"United States,Germany,South Africa","North America,Europe,Africa"
"GOTTORP, a town of the duchy of Sleswick, in Denmark, and capital of the duchy of Holstein Got- torp, where the duke has a very fine palace",,DK,6,Denmark,Europe
"CQUDT, Henry, usually called Count Goudt, was born of a noble family at Utrecht, in ijyo ; and was a knight of the Palatinate. Being passionately fond of the arts, particularly painting and engraving, and de¬ sirous of engaging in them, he applied himsell diligent¬ ly to drawing, and made a great proficiency therein",Utrecht,NL,6,Netherlands,Europe
"GOULART, Simon, a famous minister of Geneva, was born at Senlis in 1543 ; and was one of the most indefatigable writers of his time. He made consider¬ able additions to the Catalogue of witnesses of the truth, composed by Ulyricus ; and acquired a great reputation by his works ; the principal of which are, 1. A trans¬ lation of Seneca. 2. A collection of memorable histo¬ ries. 3. A translation of St Cyprian He /apsis. 4. Se¬ veral devotional and moral treatises. He died at Ge¬ neva in 1628","Geneva, Senlis","US,FR",6,"United States,France","North America,Europe"
"GOURGUES, Dominique, an illustrious French, patriot, Gourguf* u Gown",,FR,6,France,Europe
"G O W [3 patriot, a private gentleman of Gascony. Ihe Spa¬ niards having inhumanly massacred a colony of French¬ men who had settled in Florida, Gourgues took a se¬ vere revenge on them, an account of which is given under the article FLORIDA. On his return he was re¬ ceived with acclamations by his countrymen, but was forbidden to appear at court. Queen Elizabeth invited him to command an English fleet against the Spaniards in 1593; but he died at Tours in his way to Eng¬ land","Florida, Tours","FR,UY,UK",6,"France,Uruguay,N/A","Europe,South America,N/A"
"GOURNAY, a town of France, in the department of Lower Seine, celebrated for its butter-market. Po¬ pulation 2550. It is situated on the river Ept, in E",,FR,6,France,Europe
"Gournay, Mary de Jars de, a lady celebrated for her learning, was the daughter of William de Jars, lord of Neufvi and Gournay. After the death of her father, she was patronised by Montaigne and Cardinal Riche¬ lieu. To the daughter of the former she dedicated her Nosegay of Pindus ; and composed several other works, the most considerable of which is Les Avis. She died at Paris in 1685, aged 80. The critics are divided concerning the reputation of this lady : by some she is styled the Syren of France ; others say her works should have been buried with her",Paris,"FR,US",6,"France,United States","Europe,North America"
"With regard to his poetical talents, he was undoubt¬ edly admired at the time when he wrote, though a modern reader may find it difficult to discover much harmony or genius in any of his compositions. He wrote, 1. Speculum meditantis, in French, in ten books",,FR,6,France,Europe
