Entry,City,Country code,Edition,Country,Continent
"Acarai, a town of Paraguay, II. 80",,PY,7,Paraguay,South America
"Aco, a town of Peru, II. 106",,PE,7,Peru,South America
"731—taxes on rent, XXI. 103 ; on produce, 112 —tithes, 113—timber, XXI. 292—turnip-fly, 602.—See Corn- laws, Cottage System, Dairy, Drain¬ ing, Irrigation, Veterinary Science, Wheat, &c.—Agriculture in Afgha¬ nistan, II. 217—Aberdeenshire, 29 —Abyssinia, 61—Antrim, III. 275 —Arragon, 373—Argyleshire, 483— Armagh, 572—Asia, 680—Austria and Hungary, IV. 223, 230, 232—Ayr¬ shire, 259—Banffshire, 344—Bedford¬ shire, 516—Bengal, 565, 566—Berk¬ shire, 586—Berwickshire, 598—Brazil, V. 206—Breconshire, 225—Bucking¬ hamshire, 634—Buenos Ayres, 645— Caermarthenshire, V. 771—Caernar¬ vonshire, 773—Caithness, 781—Cam¬ bridgeshire, VI. 33 — Cardiganshire, 137—Carinthia, 142—Carlow, 143— Cavan, 256—Cheshire, 510—Chili, 530 —China, 579—Clackmannanshire, 720 —Clare, 726—Cork, VII. 331—Corn¬ wall, 367 — Cumberland, 536 — Den¬ bighshire, 717—Denmark, 726—De¬ vonshire, 746—Donegal, VIII. 113— Dorsetshire, 120—Down, 133—Dub¬ lin, 235—Dumbartonshire, 259—Dum¬ friesshire, 261—Durham, 290—Edin¬ burghshire, 430—England, 764—Es¬ sex, IX. 369—Fermanagh, 517—Fife, 544 — Flanders, XVI. 142 — Forfar¬ shire, IX. 745—France, X. 173—Gal¬ way, 305—Germany, 484, 488—Gla¬ morganshire, 531 — Gloucestershire, 586—Greece, 725—Haddingtonshire, XI. 103—Hampshire, 128—Hanover, 137—Herefordshire, _ 273—Hertford¬ shire, 284—Hindostan, 379—Hunt¬ ingdonshire, 758—Ireland, XII. 406— Italy, 488, 470—Japan, 510—Kincar¬ dineshire, 722—Kinross-shire, 730— Kirkcudbrightshire, 7 35—Kildare, 712 —Kilkenny, 715—Lanarkshire, XIII","Antrim, Asia, Ayr, Bedford, Carlow, Cheshire, Cork, Cumberland, Durham, Hanover, Hertford, Kilkenny","US,IE,GB,AT,HU,BR,CN,DK,FR,DE,GR,IT,JP,PH",7,"United States,Ireland,United Kingdom,Austria,Hungary,Brazil,China,Denmark,France,Germany,Greece,Italy,Japan,Philippines","North America,Europe,Europe,Europe,Europe,South America,Asia,Europe,Europe,Europe,Europe,Europe,Asia,Asia"
"Ambato, XVIII. 798",Ambato,EC,7,Ecuador,South America
"700—of Bolivia, IV. 745—of Chili, VI",,BO,7,"Bolivia, Plurinational State of",South America
"522—of Colombia, VII. 89",,CO,7,Colombia,South America
"Argentina, fish, XII. 212",,AR,7,Argentina,South America
"585—of Baden, 610—Austrian, 603 ; IV. 233—Bavarian, III. 610; IV. 461 —Brazilian, V. 205—British, III. 616 —Burmese, IV. 245—Carthaginian, III. 589—Chinese, VI. 575—Danish, III. 609 ; VII. 729—of St Domingo, VIII. 107—ancient and modern Egyp¬ tian, III. 580; VIII. 502—French, III. 598; X. 204—of the Germanic confederation, III. 611—ancient and modern Greek, 584, 615—Hanove¬ rian, 610—Indian, XL 463—Mace¬ donian, III. 586—of the middle ages, 595—modern, 596—Neapolitan, 612 —of the Netherlands, 611—ancient Persian, 582—Portuguese, 602—Prus¬ sian, 605—Roman, 589; XIX. 379— Russian, III. 606; XIX. 574—Sar¬ dinian, III. 612—Saxon, 609—of Sinde, XX. 365—Spanish, III; 601; XX. 523 —Spartan, IIL 585—Swedish, 609— Swiss, XXL 47—Theban, III. 588- Tuikish, 612; XXI. 424—of the Unit- ARN—ARS ed States, IIL 616$ XXL 480—of Wurtemberg, III. 610 ; XXI. 947— continental armies in the eleventh century, VIII. 712, n.—standing army, IX. 23; discussions about, V. 456; ad¬ vantages of, XXI. 736—Mr Windham’s act for the improvement of the, V. 520 —Lord Howick’s bill for religious emancipation in the, 521—militia act, 526—royal prerogative in relation to the, XVIII. 522—war-horse, XI. 592","Baden, Roman","NL,CH,RO,AT,BR,GB,CN,FR,GR,IN,PT,RU,ES,SE,SZ",7,"Netherlands,Switzerland,Romania,Austria,Brazil,United Kingdom,China,France,Greece,India,Portugal,Russian Federation,Spain,Sweden,Eswatini","Europe,Europe,Europe,Europe,South America,Europe,Asia,Europe,Europe,Asia,Europe,Europe,Europe,Europe,Africa"
"Asellius (Gaspar), the lacteals discovered by, II. 698, 728; XVII. 728",Gaspar,BR,7,Brazil,South America
"172; IV. 654 ; XVII. 751—specific gravity of, XII. 27, 33—preservation of timber with, XX. 274—lake of, in Trinidad, XXL 386",Trinidad,UY,7,Uruguay,South America
