Entry,City,Country code,Edition,Country,Continent
"Abascia, in Georgia, II. 10",,GE,7,Georgia,Asia
"Abdalonymus of Sidon, II. 22",Sidon,LB,7,Lebanon,Asia
"Abduepoor, a town in India, II. 23",,IN,7,India,Asia
"Abukeso, II. 47, Abukor, a Turkish town, IT. 47",,TR,7,Turkey,Asia
"Abulahor, a Turkish town, II. 47",,TR,7,Turkey,Asia
"Acamantis, a name of Cyprus, II. 80",,CY,7,Cyprus,Asia
"Acesines, a river in India, II. 92",,IN,7,India,Asia
"Achmet I., II., III., emperors, II. 96, 97 ; XXI. 412, 413, ACH—ACQ Achmet Geduc, Turkish general, II. 97",,TR,7,Turkey,Asia
"Adana, II. 141",Adana,TR,7,Turkey,Asia
"Admibal, II. 153 ; XVI. 51—^promotion to the rank of, V. 447—Turkish, XXI",,TR,7,Turkey,Asia
" Bay, II. 159—Inlet, ib.—Islands, ib.; IV. 212",Bay,PH,7,Philippines,Asia
"Adrianople, a city in Turkey, II. 165",,TR,7,Turkey,Asia
"Adultery, II. 166—its punishment in China, VI. 558",,CN,7,China,Asia
"Afghanistan, H. 210",,AF,7,Afghanistan,Asia
"731—taxes on rent, XXI. 103 ; on produce, 112 —tithes, 113—timber, XXI. 292—turnip-fly, 602.—See Corn- laws, Cottage System, Dairy, Drain¬ ing, Irrigation, Veterinary Science, Wheat, &c.—Agriculture in Afgha¬ nistan, II. 217—Aberdeenshire, 29 —Abyssinia, 61—Antrim, III. 275 —Arragon, 373—Argyleshire, 483— Armagh, 572—Asia, 680—Austria and Hungary, IV. 223, 230, 232—Ayr¬ shire, 259—Banffshire, 344—Bedford¬ shire, 516—Bengal, 565, 566—Berk¬ shire, 586—Berwickshire, 598—Brazil, V. 206—Breconshire, 225—Bucking¬ hamshire, 634—Buenos Ayres, 645— Caermarthenshire, V. 771—Caernar¬ vonshire, 773—Caithness, 781—Cam¬ bridgeshire, VI. 33 — Cardiganshire, 137—Carinthia, 142—Carlow, 143— Cavan, 256—Cheshire, 510—Chili, 530 —China, 579—Clackmannanshire, 720 —Clare, 726—Cork, VII. 331—Corn¬ wall, 367 — Cumberland, 536 — Den¬ bighshire, 717—Denmark, 726—De¬ vonshire, 746—Donegal, VIII. 113— Dorsetshire, 120—Down, 133—Dub¬ lin, 235—Dumbartonshire, 259—Dum¬ friesshire, 261—Durham, 290—Edin¬ burghshire, 430—England, 764—Es¬ sex, IX. 369—Fermanagh, 517—Fife, 544 — Flanders, XVI. 142 — Forfar¬ shire, IX. 745—France, X. 173—Gal¬ way, 305—Germany, 484, 488—Gla¬ morganshire, 531 — Gloucestershire, 586—Greece, 725—Haddingtonshire, XI. 103—Hampshire, 128—Hanover, 137—Herefordshire, _ 273—Hertford¬ shire, 284—Hindostan, 379—Hunt¬ ingdonshire, 758—Ireland, XII. 406— Italy, 488, 470—Japan, 510—Kincar¬ dineshire, 722—Kinross-shire, 730— Kirkcudbrightshire, 7 35—Kildare, 712 —Kilkenny, 715—Lanarkshire, XIII","Antrim, Asia, Ayr, Bedford, Carlow, Cheshire, Cork, Cumberland, Durham, Hanover, Hertford, Kilkenny","US,IE,GB,AT,HU,BR,CN,DK,FR,DE,GR,IT,JP,PH",7,"United States,Ireland,United Kingdom,Austria,Hungary,Brazil,China,Denmark,France,Germany,Greece,Italy,Japan,Philippines","North America,Europe,Europe,Europe,Europe,South America,Asia,Europe,Europe,Europe,Europe,Europe,Asia,Asia"
"Ahab, king of Israel, II. 360",,IL,7,Israel,Asia
"Ainslie (Dr), on the Japanese, XII. 551, 516",,JP,7,Japan,Asia
"Aland, archipelago of, II. 373—IV. 330",Aland,IN,7,India,Asia
" in Asia, II. 380",Asia,PH,7,Philippines,Asia
