Entry,City,Country code,Edition,Country,Continent
"EDINBURGH: Printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. McCliesh, A. Bell, J. Hutton, and C. Macfarqjjhar","Balfour, Bell, Bell","US,ZA",2,"United States,South Africa","North America,Africa"
"AARON, high-prieft of the Jews, and brother to Mofes, was by the father’s fide great-grandfon, and by the mother’s grandfon, of Levi. By God’s command he met Mofes at the foot of mount Horeb, and they went together into Egypt to deliver the children of If- rael: he had a great ffiare in all that Mofes did for their deliverance; the feriptures call him the prophet of Mofes, and he a£led in that capacity after the Ifraelites had paffed over the Red Sea. He afeended mount Si¬ nai with two of his fons, Nadab and Abihu, and fe- venty elders of the people ; but neither he • nor they went higher than half way, from whence they fawthe glory of God; only Mofes and Jolhua went to the top, where they ftaid forty days. During, their abfence, Aaron, overcome by the people’s eager intreaties, fet up the golden calf, which the Ifraelites worfhipped by A his A B [ 2 ] ABA Aaron his confent. This calf has given rife to various con- y jeftures. Some rabbles maintain that he did not make   — the golden calf; but only threw the gold into the fire, to get rid of the importunities of the people; and that certain magicians, who mingled with the Ifraelites at their departure from Egypt, caft this gold into the figure of a calf. According to fome authors, the fear of falling a facrifice to the refentment of the people by giving a refufal, made Aaron com¬ ply with their defire: and they 'alledge alfo, that he hoped to elude their requeft, by demanding of the women to contribute their ear-rings, imagining they would rather choofe to remain without a vifible deity, than be deprived of their perfonal ornaments. This affair of the golden calf happened in the third month after the Ifraelites came out of Egypt. In the firft month of the following year, Aaron was appointed high-prieft by God, which office he executed during the time that the children of Ifrael continued in the wil- dernefs. He died in the fortieth year after their depar¬ ture from Egypt, upon mount Hor, being then an 123 years old; A. M. 2522, of the Julian period 3262, be¬ fore the Chriftian sera 1452. With regard to the at¬ tempts of the Egyptian magicians to imitate the mi¬ racles performed by his rod, fee fome remarks under the article Magic",,EG,2,Egypt,Africa
"Aaron of Alexandria, a Chriffian prieft and phy- fician, who flourifhed in Egypt about the year 621",Alexandria,"EG,US",2,"Egypt,United States","Africa,North America"
"Ab, in the Syriac calendar, is the name of the laft fummer-month. The firft day of this month they call¬ ed Saum Miriam, the faft of the virgin, becaufe the Aba eaftern Chriftians fafted from that day to the fifteenth, Aba|tors which was therefore called Fatbr-Miriam, the ceffation —a ors'- of the faft of the virgin","Aba, Aba",NG,2,Nigeria,Africa
"Abacus is alfo ufed by modern writers for a table of numbers ready call up, to expedite the operations of arithmetic. In this fenfe we have Abaci of addition, of multiplication, of divifion ; an Abacus logifticus; Aba¬ cus of fquares, of cubes, &c",Aba,NG,2,Nigeria,Africa
"ABiE, or Aba, a town of Phocis in Greece, near He¬ licon ; famous for an oracle of Apollo older than that at Delphi, and for a rich temple plundered and burnt by the Perfians. (Strabo.) ABAFT, a fea-term, fignifying the hinder part of a {hip, or all thofe parts both within and without which lie towards the ftern, in oppofition to afore ; which fee.—Abaft, is alfo ufed as a prepofition, and fignifies farther aft, or nearer the ftern; as, the barricade Hands abaft the main-maft, i. e. behind it, or nearer the ftern",Aba,"GR,NG",2,"Greece,Nigeria","Europe,Africa"
"ABANTES, a people who came originally from Thrace, and fettled in Phoceca, a country of Greece, where they built a town which they called Aba, after the name of Abas their leader; and, if we may credit fome ancient authors, the Abantes went afterwards into the ifland Euboea, now called Negropont: others fay the Abantes of Euboea came from Athens. The Aban¬ tes were a very warlike people, clofing with their ene¬ mies, and fighting hand to hand. See next article","Aba, Athens","GR,NG,US",2,"Greece,Nigeria,United States","Europe,Africa,North America"
"ABARlM, high mountains of fteep afeent, fepara- ting the country of the Ammonites and Moabites from the land of Canaan, where Mofes died. According to Jofephus, they ftood oppofite to the territory of Jeri¬ cho, and were the laft ftation but one of the Ifraelites coming from Egypt. Nebah and Pifgah were parts of thefe mountains",,EG,2,Egypt,Africa
"Abas, in the heathen mythology, was the fon of Hypothoon and Meganira, who entertained Ceres, and offered a facrifice to that goddefs; but Abas ridiculing the ceremony, and giving h#r opprobrious language, fhe fprinkled him with a certain mixture fhe held in her cup, on which he became a newt or water-lizard",Ceres,ZA,2,South Africa,Africa
"ABBEVILLE, a confiderable city of France in Picardy, and the capital of Ponthieu; the river Somme runs through the middle of it, and divides it into two parts. It has a collegiate church and twelve parilh-churches, the moft confiderable of which are St George’s and St Giles’s, befides a great number of monafterics and nunneries, a bailiwic, and a prefidial court. It is a fortified town ; the walls are flanked with baftions, and furrounded by large ditches; and it was never yet taken. The country about it is low, marftiy, and dirty. It is pretty well peopled, and is famous for its woollen manufa&ory. It is about fifteen miles eaft of the Britilh channel, and Ihips may come from thence by the river Somme to the middle of the town. It is ninety miles almoft direftly north of Paris","George, Paris","FR,ZA,US",2,"France,South Africa,United States","Europe,Africa,North America"
