Entry,City,Country code,Edition,Country,Continent
"Fauchet obferves, that, in the early days of the French monarchy, dukes and counts were called abbots, and duchies and counties abbeys. Even fome of their kings are mentioned in hiftory under the title of abbots. Phi¬ lip I. Louis VI. and afterwards the dukes of Orleans, are called abbots of the monaftery of St Aignan. The dukes of Aquitain were called abbots of the monaftery of St Hilary, at Poiftiers; and the earls of Anjou of S. .Aubin, &c",Orleans,"BR,FR",2,"Brazil,France","South America,Europe"
"6. Americana, or the American hemlock fir, is alfo a native of the fame country ; and in the northern parts grows to be a very large tree: but in Britain the branches fpread wide every way, fo that there is no appearance of the trees ever arriving to any confiderable height",Americana,"BR,US",2,"Brazil,United States","South America,North America"
"“ "" ABROLKOS, the name of certain Ihelves, or banks of fand, about 20 leagues from the coaft of Brazil",,BR,2,Brazil,South America
"ACADEMICS, or Academists, a denomination given to the cultivators of a fpecies of philofophy ori¬ ginally derived from Socrates, and afterwards illu- ftrated and enforced by Plato, who taught in a grove near Athens, confecrated to the memory of Academus an Athenian hero; from which circumftance this phi¬ lofophy received the name of academical. Before the days of Plato, philofophy had, in a great meafure, fallen into contempt. The contradictory fyftems and hypothefes which had fucceffively been urged upon the world were become fo numerous, that, from a view of this inconftancy and uncertainty of human opinions, many were led to conclude, that truth lay beyond the reach of our comprehenfion. Abfolute and univerfal fcepticifm was the natural confequence of this conclu- fion. In order to remedy this abufe of philofophy and of the human faculties, Plato laid hold of the principles of the academical philofophy; and, in his Academics, Phaedo, reafons in the following manner. “ If we are Academy","Plato, Athens, Plato, Plato","CO,US",2,"Colombia,United States","South America,North America"
"A philofopher poffeffed of thefe principles, will be flow in his progrtfs ; but will feldom fall into errors, or have occalion to alter his opinion after it is once formed. Vanity and precipitance are the great fources of fcepticifm: hurried on by thefe, inftead of attending to the cool and deliberate principles recommended by the academy, feveral of our modern philofophers have plunged themfelves into an abfurd and ridiculous kind of fcepticifm. They pretend to difcredit things that are plain, Ample, and eafily comprehended ; but give peremptory and decilive judgments upon fubjedts that evidently exceed the limits of our capacity. Of thefe, Berkley and Hume are the moft confiderable. Berkley . denied the exiftence of every thing, excepting his own ideas. Mr Hume has gone a ftep further, and queftioned even the exiftence of ideas; but at the fame time has not hefitated to .give determined opinions with regard to eternity, providence, and a future ftate, miraculous interpofitions of the Deity, &c. fubjedts far above the reach of our faculties. In his effay on the academical or fceptical philofophy, he has confounded two very oppofite fpecies of philofophy. After the days of Plato, indeed, the principles of the firft academy were grofsly corrupted by Arcefilas, Carneades, &c. This might lead Mr Hume into the notion that the academical and fceptical philofophy were fynonimous terms. But no principles can be of a more oppofite nature than thofe which were inculcated by the old academy of-Socrates and Plato, and the fceptical notions which were propa¬ gated by Arcefilas, Carneades, and the other difciples of the fucceeding academics","Of, Plato, Plato","CO,TR",2,"Colombia,Turkey","South America,Asia"
"ACADEMY, in antiquity, a garden or villa, fitu- ated within a mile of Athens, where Plato and his fol¬ lowers held their philofophical conferences. It took its name from one Academus, or Ecademus, a citizen of Athens, who was the original owner of it, and made it a kind of gymnalium: he lived in the time of The- feus. Cimon embelliftied it with fountains, trees, and walks; but Sylla, during the fiegeof Athens, employ¬ ed thefe very trees in making battering engines againft: the city. Cicero too had his villa, or place of retire¬ ment, near Puzzuoli, which he alfo named an academy^ where he compofed his Academical quejlions, and his book De natura dtorum","Athens, Plato, Athens, Athens, Cicero","US,CO",2,"United States,Colombia","North America,South America"
"In the year 1716, the duke of Orleans, then regent, made an alteration in their ronftitution; augmenting the number of honoraries, and of alfociates capable of being foreigners, to 12 ; admitting regulars among fuch afibciates; and fuppreffing the clafs of eleves, as it appeared to be attended with fome inconveniencies, particularly that of making too great an inequality among the Academifts, and being produ&ive of fome mifunderftandings and animofities among the members",Orleans,BR,2,Brazil,South America
"A medal was ftruck by this Academy, in honour of their prince : the front of which was his effigy, with the infeription Johannes V. Lufitamrum Rex ; and, on the reverie, the Tame prince is reprefented Handing, and railing Hiftory almoftproftrate before him, with the le¬ gend Hrjloria Refurges. Underneath are the follow¬ ing words in abbreviature : REGia ACADemia HI- STorise LUSITanse, INSTITuta VI. Idus Decembris MDCCXX",Tame,CO,2,Colombia,South America
"The goods brought to Acapulco are carried to the city of Mexico by mules and pack-horfes ; and from thence to Vera Cruz on the North Sea, in order to be fhipped for Europe. Acapulco itfelf is a fmall place, confift- mg of about 2 or 300 thatched houfes. Ships arrive at the port by two inlets, feparated from each other by a fmall ifland; the entrance into them in the day-time is by means of a fea-breeze, as the failing out in the night-time is effe&ed by a land-breeze. A wretched fort, 42 pieces of cannon, and a garrifon of 60 men, defend it. It is equally extenfive, fafe, and commo- Acarai dious. The bafon which conftitutes this harbour is AcJrus furrounded by lofty mountains, which are fo dry, that  —- they are even deftitute of water. The air here is hot, heavy, and unwholefome; to which none can habituate themfelves, except certain negroes that are born under a fimilar climate, or fome mulattoes. This feeble and miferable colony is crowded with a vaft acceffion to its numbers upon the arrival of the galleons; traders flock¬ ing here from all the provinces of Mexico, who come to exchange European toys, their own cochineal, and about ten millions f of filver for fpices, muflins, printed f £437,500 linens, filk, perfumes, and the gold works of Afia. Staling. • W. Long. 102. 29. N. Lat. 17. 30","Acapulco, Vera Cruz, Acapulco","MX,BR",2,"Mexico,Brazil","North America,South America"
"ACARAI, a town of Paraguay in South America, built by the Jefuits in 1624. Long-. 116. 40. S. lat. 26'",,PY,2,Paraguay,South America
"Accompaniment, in mufic, denotes the inftruments which accompany a voice to fuftain it, as well as to make the mulic more full. The accompaniment is ufed in recitative, as Well as in fong; on the Urge, as well as in the choir, &c. The ancients had likewife their accompaniments on the threatre ; they had even different kinds of inftruments to accompany the chorus, from thofe which accompanied the actors in the reci¬ tation.—The accompaniment, among the moderns, is frequently a different part or melody from the fong it accompanies. It is difputed whether it was fo among the ancients. It is generally alleged, that their ac¬ companiments went no farther than the playing in ottave, or in antiphony to the voice. The Abbe Fra- guier, from a paffage in Plato, pretends to prove, that they had a&ual fymphony, or mufic in parts : but his arguments feem far from being conclufive",Plato,CO,2,Colombia,South America
"ACINIPPO, a town of Bastica, (Pliny;) its ruins, called Honda la Viega, are to be feen near Arunda, in the kingdom of Granada","Honda, Granada","CO,NI",2,"Colombia,Nicaragua","South America,North America"
"Theodorus Lafcaris, the fon of John, whom he had taught logic, appointed him governor of all the weftern provinces in his empire. In 1255, he was taken pri- foner in a war with Michael Angelus ; but gaining his liberty in 1260, by means of the emperor Palasologus, he was fent by him ambaffador to Ccnftantine prince of Bulgaria ; and was employed in feveral other negocia- tions. He wrote, A Continuation of the Greek Hi¬ ftory, from the taking of Conftantinople by the Latins, till it was recovered by Michael PaHologus in 1261, which makes part of the Byzantine hiftory ; A Trea- tife concerning Faith, Virtue, and the Soul ; An Ex- pofition upon the Sermons of St Gregory Nazianzen ; and other pieces. Gregory Cyprian, patriarch of Con¬ ftantinople, in his encomium upon him, prefixed to Acropolita’s hiftory, is perhaps fomewhat extravagant in his praife, when he fays he was equal to Ariftotle in philofophy, and to Plato in the knowledge ofHivine things and Attic eloquence",Plato,"BG,CO",2,"Bulgaria,Colombia","Europe,South America"
