Entry,City,Country code,Edition,Country,Continent
"Long. It lies 60 miles to the weft of Hifpaniola, 25 leagues north of Jamaica, 100 miles to the eaft of Ju- catanj and as many to the fouth of Cape Florida ; and commands the entrance of the gulfs both of Mexi¬ co and Florida, as alfo the Avindward paffages. By this fituation it may be called the key of the Weft In¬ dies. It Avas difcovcred by Columbus in T492, who gave it the name of Ferdinando, in honour of King Ferdinand of Spain ; but it quickly after recovered its ancient name of Cuba. The natives did not regard Columbus with a \rery favourable eye at his landing ; and the weather proving very tempeftuous, he foon * left this ifiand, and failed to Hayti, noAv called Hifpa¬ niola, Aihere he Avas better received. The Spaniards, however, foon became mafters of it. By the year 1511 it was totally conquered ; and in that time they had deftroyed, according to their own accounts, feve¬ ral millions of people. But the poffeflion of Cuba was far from anfwering the expectations of the Spanifii adventurers, whofe avarice could be fatiated Avith nothing but gold. Thefe monfters, finding that there Avas gold upon the illand, concluded that it muft come from mines; and therefore tortured the few inhabi¬ tants they had left, in order to extort from tl a dif- covery of the places were thefe mines lay. ihe mi- feries endured by thefe poor creatures were fuch that they almoft unanimoufly refdlved to put an end to their own lives ; but were prevented by one of the Spanilh’ tyrants called Vafco Povccllos. This Avretch threaten¬ ed to hang himfelf along Avith them, that he might have the pleafure, as he faid, of tormenting them in the next Avorkl worfe than he had done in this; and fo much were they afraid of the Spaniards, that this A threat CUB [2 Cuba, threat diverted thefe poor favages from their defperate 1 _ refolution. In 1511, the town of Havannah was built, now the principal place on the illand. The houfes were at firft built only of wood j and the town itfelf was for a long time fo inconliderable, that in 1536 it wa# taken by a French pirate, who obliged the inha¬ bitants to pay yco ducats to lave it from being burnt","Florida, Columbus, Columbus","CU,US,JM,ES,UY,FR",5,"Cuba,United States,Jamaica,Spain,Uruguay,France","North America,North America,North America,Europe,South America,Europe"
"2. As being the ftaple of a great trade 5 and, 3. As being the key to the Welt Indies. The principal pro¬ duce of this illand is cotton. This commodity, how¬ ever, through negleft, is now become fo fcarce, that fometimes feveral years pafs without any of it being brought into Europe. In place of cotton, coffee has been cultivated ; but, by a limilar negligence, that is produced in no great quantity •, the whole produce not exceeding 30 or 35 thoufand weight, one-third of which is exported to Vera Cruz, and the reft to Spain",Vera Cruz,"ES,BR",5,"Spain,Brazil","Europe,South America"
"This cultivation of coffee naturally leads to that of fugar ; and this, which is the moft valuable produc¬ tion of America, would of itfelf be fufficient to give Cuba that ftate of profperity for which it feems de- figned by nature. Although the furface of the illand is in general uneven and mountainous, yet it has plains fufficiently extenfive, and well enough watered, to fup- ply the confumption of the greateft part of Europe with fugar. The incredible fertility of its new lands, if properly managed, w ould enable it to furpafs every other nation, however they may have now got the Hart of it : yet fueh is the indolence of the Spaniards, that to this day they have but few plantations, where,, with the fineft canes, they make but a fmall quantity • of coarfe fugar at a great expence. This ferves partly for the Mexican market, and partly for the mother- country j while the indolent inhabitants are content to import fugar for themfelves at the expence of near 220,cocl. annually. It has been expedted with pro¬ bability, that the tobacco imported from Cuba w ould compenfate this lofs; for after furnilhing Mexico and Peru, there was fufficient, with the little brought from Caracca and Buenos Ayres, to fupply all Spain. But this trade too has declined through the negligence of the court of Madrid, in not gratifying the general tafte for tobacco from the Havannah. The Spaniffi colonies have an univerfal trade in fkins ; and Cuba iiipplies ymually about 10 or 12 thoufand. The num¬ ber might eaftly be increafed in a country abounding with wild cattle, where feme gentlemen poffefs large trafts of ground, that for want of population can fcarce be applied to any other purpofe than that of breeding cattle. The hundredth part of this Bland is not yet cleared. The true plantations are all confined to the beautiful plains of the Havannah, and even thofe are not what they might be. AH thefe plantations ] CUB together may employ about 25,000 male and female Cuba flaves. The number of whites, meftees, mulattoes, l! and free negroes, upon the whole ifland, amounts to ,<""u^c'!(‘cr~j about 30,000. The food of thefe different fpecies con- fifts of excellent pork, very bad beef, and caffava bread. The colony would be more flourilhing, if its produdlions had not been made the property of a com¬ pany, whofe exclufive privilege operates as a conftant and invariable principle of difcouragement. If any thing could lupply the want of an open trade, and a- tone for the grievances occafioned by this monopoly at Cuba, it would be the advantage which this illand has for fuch a long time enjoyed, in being the rendezvous of almoft all the Spaniih veffels that fail to the new world. This praftice commenced almoft with the colony itfelf. Ponce de Leon, having made an at¬ tempt upon Florida in 1512, became acquainted with- the new canal of Bahama. It was immediately dif- covered that this was the belt route the fhips bound from Mexico to Europe could poffibly take $ and to this the wealth of the ifland is principally, if not alto¬ gether, owing","Madrid, Florida","CU,MX,ES,PE,UY",5,"Cuba,Mexico,Spain,Peru,Uruguay","North America,North America,Europe,South America,South America"
"CUDDALORE, a town on the coad of Coro¬ mandel in India* belonging to the Englilh, very near the place where Fort St David once flood, N. Lat, II","Coro, David","IN,VE,PA",5,"India,Venezuela, Bolivarian Republic of,Panama","Asia,South America,North America"
"CUDWORTH, Ralph, a very learned divine of the church of England in the 17th, century. In Janu¬ ary 1657, he was one of the perfons nominated by a committee of the parliament to be confulted about the Engliih tranfiation of the bible. In 1678 he publilhed his True Intelle<5tual Syftem of the Univerfe 5 a work .which met with great oppofition. He likewife publilh¬ ed a treatife, entitled, Deus jujlijicatus : or, “ The di¬ vine goodnefs of God vindicated, againft the aEertions of abfolute and unconditionate reprobation.” He em¬ braced the mechanical or corpufcular philofophy : but with regard to the Deity, fpirits, genii, and ideas, he followed the Platonifts. He died at Cambridge in 1688. The editor of the new edition of the Biogra- phia Britannica obferv.es, that it is not eafy to meet with a greater ftorehoufe of ancient literature than the “ Intellectual Syftem and various' writers, we ■ believe, have been indebted to it for an appearance of learning which they might not otherwife have been able to maintain. That Dr Cudworth was fanciful in fome of his opinions, and that he was too devoted a follower of Plato and the Platonifts, will fcarcely be denied even by thofe who are moft fenfible of his gene¬ ral merit/ The reflections that have been caft upon fuch a man as the author, by bigotted writers, are altogether contemptible. It is the lot of dzftinguilhed merit to be thus treated. Lord Shaftelbury, fpeaking on this fubjeCt, has given an honourable teftimony to the me¬ mory of Dr Cudworth. “ You know (fays his lord- ftiip) the common fate of thofe who dare to appear fair authors. What was that pious and learned man’s cafe, who wrote the Intellectual Syftem of the Uni¬ verfe ! I confefs it was pleafant enough to confider, that though the whole world were no lefs fatisfied with his capacity and learning, than with his fincerity in the caufe of Deity ; yet he was accufed of giving the upper hand to the atheifts, for having only ftated their reafons, and thofe of their adverfaries, fairly to¬ gether.” It is ohferved by Dr Birch, that Dr Cudworth,'S Intellectual Syftem of the Univerfe has railed him a reputation, to which nothing can add but the publi¬ cation of his other writings ftill extant in manufeript","Cambridge, Plato","US,CO",5,"United States,Colombia","North America,South America"
"CUSCO, a large and bandfome town of South A- merica in Peru, formerly the refidence of the Incas",,PE,5,Peru,South America
"The invention of cutting in wood, as well as that in copper, is afcribed to a goldfmith of Florence ; but it is to Albert Durer and Lucas they are both in¬ debted for their perfeftion. See Engraving and Printing","Florence, Lucas","US,BR",5,"United States,Brazil","North America,South America"
"The Cynic philofophers owe their origin and infti- tution to Antifthe.nes of Athens, a difcipie of Socrates ; who being allied of what ufe his philofophy had been to him, replied, “ It enables me to live with myfelf.” Diogenes was the moft famous of his difciples, in whofe life the fyftem of this philofophy appears in its greateft perfeflion. Holed a moft wretched life, a tub having ferved him for a lodging, which he rolled before him wherever he went. Yet he rvas neverthe- lefs not the more humble on account of his ragged cloak, bag, and tub ; for one day entering Plato’s houfe, at a time when there was a fplendid entertain¬ ment there for feveral perfons of diftinftion, he jump¬ ed upon a very rich couch in all his dirt, faying, Cynics “ I trample on the pride of Plato.” “ Yes, (replied || Plato), but with great pride, Diogenes.” He had the Cynpfce- utmoft contempt for all the human race ; for he walked , the ftreets of Athens at noon-day with a lighted lan- thorn in his hand, telling the people, “ He was in fearch of a man.” Among many excellent maxims of morality, he held fome very pernicious opinions : for he ufed to fay that the uninterrupted good fortune of Harpalus, who generally palled for a thief and a robber, was a * teftimony againft the. gods. He re¬ garded chaftity and modefty as weaknefles. Hence Laertius obferves of him, that he did every thing open¬ ly, whether it belonged to Ceres or Venus ; though he adds, that Diogenes only ran to an excefs of impu¬ dence to put others out of conceit of it. But impu¬ dence was the charadteriftic of thefe philofophers; who argued, that what was right to be done, might be done at all times, and in all places. The chief principle of this fedt in common with the Stoics, was, that we ftiould follow nature. But they differed from the Stoics in their explanation of that maxim ; the Cynics being of opinion, that a man followed nature that gratified his natural motions and appetites; while the Stoics un- derftood right reafon by the word nature","Athens, Plato, Plato, Plato, Athens, Ceres","CO,US,ZA",5,"Colombia,United States,South Africa","South America,North America,Africa"
"The Greek word 'ba.ip.uv is derived (according to Plato, in his Cratylus, p. 398, ed Servant, vol. i.) from dxt/twv, “ knowing or intelligent 5” but according to others from Scttopxt, “ to diftribute,” (fee the Scholiaft on Homer, II. 1. ver. 222.). Either of thefe deriva¬ tions agrees with the office aferibed to daemons by the ancient heathens, as the fpirit intruded with the in- fpeftion and government of mankind. For, accor¬ ding to the philofophers, daemons held a middle rank betrveen the celeftial gods, and men on earth, and car¬ ried on all intercourfe between them ; conveying the addreffes of all men to the gods, and the divine benefits to men. It was the opinion of many, that the ce¬ leftial divinities did not themfelves interpofe in hu¬ man affairs, but committed the entire adminiftration of the government of this lower world to thefe fubal- tern deities : Neque enitn pro majeftate dcum ccdeJHum fuerit, hcec curare ; (Apuleius da deo Socratts, p. 677.)",Plato,CO,5,Colombia,South America
"at the cuaft of Guinea, and then proceeded round Cape —-v—— Horn into the Pacific ocean. Having fallen in with a ihip from London, which had failed on a fimilar ex¬ pedition, they joined company $ and, having touched at the ifland of Juan Fernandez, they made the coaft of South America, cruiling along Chili and Peru",London,"GN,PE,GB",5,"Guinea,Peru,United Kingdom","Africa,South America,Europe"
