Entry,City,Country code,Edition,Country,Continent
"C FESIBIUS, a mathematician of Alexandria, a- bout I 20 years before Chrift. He was the firft who invented the pump. He alfo invented a clepfydra, or water-clock. This invention of meafuring time by water was wonderful and ingenious. Water was let drop upon wheels which it turned : the wheels com¬ municated their regular motion to a fmall wooden image, which by a gradual rife pointed with a ftick to the proper hours and minutes, -which were engraven on a column near the machine. This ingenious invention gave rife to many improvements ; and the modern method of meafuring time with an hour-glafs is in imitation of the clepfydra of Ctefibius",Alexandria,US,5,United States,North America
"Long. It lies 60 miles to the weft of Hifpaniola, 25 leagues north of Jamaica, 100 miles to the eaft of Ju- catanj and as many to the fouth of Cape Florida ; and commands the entrance of the gulfs both of Mexi¬ co and Florida, as alfo the Avindward paffages. By this fituation it may be called the key of the Weft In¬ dies. It Avas difcovcred by Columbus in T492, who gave it the name of Ferdinando, in honour of King Ferdinand of Spain ; but it quickly after recovered its ancient name of Cuba. The natives did not regard Columbus with a \rery favourable eye at his landing ; and the weather proving very tempeftuous, he foon * left this ifiand, and failed to Hayti, noAv called Hifpa¬ niola, Aihere he Avas better received. The Spaniards, however, foon became mafters of it. By the year 1511 it was totally conquered ; and in that time they had deftroyed, according to their own accounts, feve¬ ral millions of people. But the poffeflion of Cuba was far from anfwering the expectations of the Spanifii adventurers, whofe avarice could be fatiated Avith nothing but gold. Thefe monfters, finding that there Avas gold upon the illand, concluded that it muft come from mines; and therefore tortured the few inhabi¬ tants they had left, in order to extort from tl a dif- covery of the places were thefe mines lay. ihe mi- feries endured by thefe poor creatures were fuch that they almoft unanimoufly refdlved to put an end to their own lives ; but were prevented by one of the Spanilh’ tyrants called Vafco Povccllos. This Avretch threaten¬ ed to hang himfelf along Avith them, that he might have the pleafure, as he faid, of tormenting them in the next Avorkl worfe than he had done in this; and fo much were they afraid of the Spaniards, that this A threat CUB [2 Cuba, threat diverted thefe poor favages from their defperate 1 _ refolution. In 1511, the town of Havannah was built, now the principal place on the illand. The houfes were at firft built only of wood j and the town itfelf was for a long time fo inconliderable, that in 1536 it wa# taken by a French pirate, who obliged the inha¬ bitants to pay yco ducats to lave it from being burnt","Florida, Columbus, Columbus","CU,US,JM,ES,UY,FR",5,"Cuba,United States,Jamaica,Spain,Uruguay,France","North America,North America,North America,Europe,South America,Europe"
"The very day after the pirate’s departure, three Spa- nifh Ihips arrived from Mexico, and having unloaded their cargoes, failed in purfuit of the pirate Ihip. But fuch was the cowardice of the officers, that the pirate took all the three ffiips, and returning to the Havan¬ nah, obliged the inhabitants to pay 700 ducats more",,MX,5,Mexico,North America
"According to the Abbe Raynal, the Spaniffi fettle- ment at Cuba is very important, on three accounts j j. The produce of the country, which is confiderable",,CU,5,Cuba,North America
"This cultivation of coffee naturally leads to that of fugar ; and this, which is the moft valuable produc¬ tion of America, would of itfelf be fufficient to give Cuba that ftate of profperity for which it feems de- figned by nature. Although the furface of the illand is in general uneven and mountainous, yet it has plains fufficiently extenfive, and well enough watered, to fup- ply the confumption of the greateft part of Europe with fugar. The incredible fertility of its new lands, if properly managed, w ould enable it to furpafs every other nation, however they may have now got the Hart of it : yet fueh is the indolence of the Spaniards, that to this day they have but few plantations, where,, with the fineft canes, they make but a fmall quantity • of coarfe fugar at a great expence. This ferves partly for the Mexican market, and partly for the mother- country j while the indolent inhabitants are content to import fugar for themfelves at the expence of near 220,cocl. annually. It has been expedted with pro¬ bability, that the tobacco imported from Cuba w ould compenfate this lofs; for after furnilhing Mexico and Peru, there was fufficient, with the little brought from Caracca and Buenos Ayres, to fupply all Spain. But this trade too has declined through the negligence of the court of Madrid, in not gratifying the general tafte for tobacco from the Havannah. The Spaniffi colonies have an univerfal trade in fkins ; and Cuba iiipplies ymually about 10 or 12 thoufand. The num¬ ber might eaftly be increafed in a country abounding with wild cattle, where feme gentlemen poffefs large trafts of ground, that for want of population can fcarce be applied to any other purpofe than that of breeding cattle. The hundredth part of this Bland is not yet cleared. The true plantations are all confined to the beautiful plains of the Havannah, and even thofe are not what they might be. AH thefe plantations ] CUB together may employ about 25,000 male and female Cuba flaves. The number of whites, meftees, mulattoes, l! and free negroes, upon the whole ifland, amounts to ,<""u^c'!(‘cr~j about 30,000. The food of thefe different fpecies con- fifts of excellent pork, very bad beef, and caffava bread. The colony would be more flourilhing, if its produdlions had not been made the property of a com¬ pany, whofe exclufive privilege operates as a conftant and invariable principle of difcouragement. If any thing could lupply the want of an open trade, and a- tone for the grievances occafioned by this monopoly at Cuba, it would be the advantage which this illand has for fuch a long time enjoyed, in being the rendezvous of almoft all the Spaniih veffels that fail to the new world. This praftice commenced almoft with the colony itfelf. Ponce de Leon, having made an at¬ tempt upon Florida in 1512, became acquainted with- the new canal of Bahama. It was immediately dif- covered that this was the belt route the fhips bound from Mexico to Europe could poffibly take $ and to this the wealth of the ifland is principally, if not alto¬ gether, owing","Madrid, Florida","CU,MX,ES,PE,UY",5,"Cuba,Mexico,Spain,Peru,Uruguay","North America,North America,Europe,South America,South America"
"CUDDALORE, a town on the coad of Coro¬ mandel in India* belonging to the Englilh, very near the place where Fort St David once flood, N. Lat, II","Coro, David","IN,VE,PA",5,"India,Venezuela, Bolivarian Republic of,Panama","Asia,South America,North America"
"the French in the year 1781 ; and in 1783 underwent —""""v   a fevere fi'cge by the Britilh forces commanded by Ge¬ neral Stuart. At tips time it was become the prin¬ cipal place of arms held by the enemy on that coad: < they had exerted themfelves to the utmod in fortify* ing it} and it was garrifoned by a numerous body of the. bed forces of France, well provided with artil¬ lery, and every thing, neceffary for making a vigorous defence",Stuart,"FR,US",5,"France,United States","Europe,North America"
"CUDWORTH, Ralph, a very learned divine of the church of England in the 17th, century. In Janu¬ ary 1657, he was one of the perfons nominated by a committee of the parliament to be confulted about the Engliih tranfiation of the bible. In 1678 he publilhed his True Intelle<5tual Syftem of the Univerfe 5 a work .which met with great oppofition. He likewife publilh¬ ed a treatife, entitled, Deus jujlijicatus : or, “ The di¬ vine goodnefs of God vindicated, againft the aEertions of abfolute and unconditionate reprobation.” He em¬ braced the mechanical or corpufcular philofophy : but with regard to the Deity, fpirits, genii, and ideas, he followed the Platonifts. He died at Cambridge in 1688. The editor of the new edition of the Biogra- phia Britannica obferv.es, that it is not eafy to meet with a greater ftorehoufe of ancient literature than the “ Intellectual Syftem and various' writers, we ■ believe, have been indebted to it for an appearance of learning which they might not otherwife have been able to maintain. That Dr Cudworth was fanciful in fome of his opinions, and that he was too devoted a follower of Plato and the Platonifts, will fcarcely be denied even by thofe who are moft fenfible of his gene¬ ral merit/ The reflections that have been caft upon fuch a man as the author, by bigotted writers, are altogether contemptible. It is the lot of dzftinguilhed merit to be thus treated. Lord Shaftelbury, fpeaking on this fubjeCt, has given an honourable teftimony to the me¬ mory of Dr Cudworth. “ You know (fays his lord- ftiip) the common fate of thofe who dare to appear fair authors. What was that pious and learned man’s cafe, who wrote the Intellectual Syftem of the Uni¬ verfe ! I confefs it was pleafant enough to confider, that though the whole world were no lefs fatisfied with his capacity and learning, than with his fincerity in the caufe of Deity ; yet he was accufed of giving the upper hand to the atheifts, for having only ftated their reafons, and thofe of their adverfaries, fairly to¬ gether.” It is ohferved by Dr Birch, that Dr Cudworth,'S Intellectual Syftem of the Univerfe has railed him a reputation, to which nothing can add but the publi¬ cation of his other writings ftill extant in manufeript","Cambridge, Plato","US,CO",5,"United States,Colombia","North America,South America"
"CUERENHER1', Theodore Van, a very extra-' ordinary perfon, was a native of Arfcfterdam, where- he was born in 1552. It appears, that early in liter he travelled into Spain and Portugal \ but the motives of his journey are not afeertained. He was a man of fcience, and according to report, a good poet. The filter arts at firft he eonlidered as an amufoment only \ but in the end he was, it feems, obliged to have re- - courfe to engraving alone for his fupport. And though the different ftudies in which he employed his time prevented his attachment to his profeffion being U* clofe as it ought to have beeir, yet at leaft the marks of genius are difcoverable in his works. They aro flight, and haftily executed with the graver alone j but in an open carelefs ftyle, fo as greatly to refemble de- figns made with a pen. He was eftablilhed at Haer- lem) and there purluing his favourite ftudies in litera¬ ture, he learned Latin, and was made fecretary to that town, from whence he was fent feveral times as am- baffador to the prince of Orange, to whom he addref- fed a famous manifefto, which that prince publiihed in 1566. Had he flopped here, it had been well -, but directing his thoughts into a different channel, he undertook an argument as dangerous as it Avas ablurd",Orange,"ES,PT,US",5,"Spain,Portugal,United States","Europe,Europe,North America"
"CUFF, Henry, the unfortunate fectetary of the unfortunate earl of Effex, was born at Hinton St George in Somerfetlhire, about the year 1560, of a genteel family, who were pofieffed of conliderable e~ Rates in that- county. In 1576, he was entered 01 Trinity college Oxford, where he foon acquired con- fiderable Cudwdhh I! Cuff, C U I [ 'Guff Merable reputation as a Grecian and difputant. He Cuirafs. obtaIued a fellott'ihip in the above-mentioned college ; but was afterwards expelled for fpeaking difrefpedt- fully of the founder'(a). He was, however, foon after admitted of Merton college j of which, in 1586, he was elected probationer, and in 1588 fellow. In this year he took the degree of matter of arts. Some time after he was elected Greek profefior, and in I ^4 pro&or of the univerfity. When he left Oxford is uncertain ; nor are we better informed as to the means of his introduction to the earl of Etfex. When that nobleman was made lord lieutenant of Ireland, Mr Cuff was appointed his fecretary, and continued inti¬ mately connected with his lordlhip until his confine¬ ment in the tower; and he is generally fuppofed to have advifed thofe violent meafures which ended in their mutual deitruCtion. The earl indeed confeffed as much before his execution, and charged him to his face with being the author of all his misfortunes. Mr •Cuff was tried for high-treafon, convicted, and execut¬ ed at Tyburn on the 30th of March 1601. Lord Ba¬ con, Sir Henry Wotton, and Camden, fpeak of him in very harfh terms. He was certainly a man of learning .and abilities. He wrote two books ; the one entitled","George, Oxford, Oxford, March, Camden","US,IE,ZA,GB,GR",5,"United States,Ireland,South Africa,United Kingdom,Greece","North America,Europe,Africa,Europe,Europe"
