Entry,City,Country code,Edition,Country,Continent
"AARON, high-prieft of the Jews, and brother to Mofes, was by the father’s fide great grandfon, and by the mother’s, grandfon of Levi. By God’s command he met Mofes at the foot of Mount Horeb, and they went together into Egypt to deliver the children of If- rael: he had a great ftiare in all that Mofes did for their deliverance. The Scriptures callhim the prophet of Mofes, and he afted in that capacity after the Ifraelites had paffed over the Red fea. He afcended Mount Si¬ nai with two of his fons, Nadab and Abihu, and fe- venty elders of the people ; but neither he nor they went higher than half way, from whence they faw the glory of God ; only Mofes and Jofhua went to the top, where they ftaid forty days. During their abfence, Aaron, overcome by the people’s eager entreaties, fet up the golden calf, which the Ifraelites worlhipped by his confent. This calf has given rife to various conjec¬ tures. Some rabbles maintain that he did not make the golden calf, but only threw the gold into the fire, to get rid of the importunities of the people ; and that certain magicians who mingled with the Ifraelites at their departure from Egypt, call this gold into the figure of a calf. According to fome authors, the fear of falling a facrifice to the refentment of the people, by giving a refufal, made Aaron comply with their defire : and they allege alfo, that he hoped to elude their requeft, by demanding of the wromen to contribute their ear rings, imagining they would rather choofe to remain without a vilible deity, than be de¬ prived of their perfonal ornaments. This affair of the golden calf happened in the third month after the If- 2 ] AAR raelites came out of Egypt. In the firft month of the Aaron following year, Aaron was appointed by God high- A | prieft ; which office he executed during the time that ^,alfcns' the children of Ifrael continued in the wildernefs. He died in the fortieth year after their departure from Egypt, upon Mount Hor, being then 123 years old ; A. M. 2522, of the Julian period 3262, before the Chriftian era 1452",,EG,4,Egypt,Africa
"Aba, Abas, Abas, or Abus, in Ancient Geography, the name of a mountain of Greater Armenia, fituated between the mountains Niphatos and Nibonis. Ac¬ cording to Strabo, the Euphrates and Araxes rofe from this mountain ; the former running eaftward, and the latter weftward",Aba,NG,4,Nigeria,Africa
Aba. See Abac,Aba,NG,4,Nigeria,Africa
"Aba, Albon, or Ovon, a king of Hungary. He married the filler of Stephen I. and was elecled king on the depolition of Peter in 1041. The emperor Henry III. preparing to reinftate Peter on the throne, Aba made an incurfion into his dominions, and return¬ ed loaded with booty ; but was next year obliged to make reftitution, by paying a large fum, in order to prevent a threatened invafion from the emperor. He indulged in great familiarity with the lower clafs of the people, on account of which, and his feverity to their order, he became univerfally odious to the nobi¬ lity. The fugitive nobles, aided by the emperor, ex¬ cited a revolt again!! him. After a bloody battle, Aba was put to flight 5 and was murdered by his own foldiers in 1044, having reigned three years","Aba, Aba, Aba","NG,HU",4,"Nigeria,Hungary","Africa,Europe"
"ABIE, or Aba, in Ancient Geography, a towm of Phocis in Greece, near Helicon ; famous for an oracle, of Apollo older than that at Delphi, and for a rich temple which wTas plundered and burnt by the Perfians., ABAFT, a fea term, fignifying the hinder part of a {hip, or all thofe parts both within and without which lie towards the ftern, in oppofition to afore ; which fee.—Abaft, is alfo ufed as a prepofition, and fignifies further aft, or nearer the jlcrn ; as, the barri¬ cade Hands abaft the main-maft, i. e. behind it, or nearer the ftern",Aba,"GR,NG",4,"Greece,Nigeria","Europe,Africa"
"AB ANTES, a people who came originally from Thrace, and fettled in Phocaea, a country of Greece, v/here they built a town which they called Aba, after the name of Abas their leader ; and if we may credit fome ancient authors, the Abantes went afterwards in¬ to the illand Eubcea, now called Negropont: others lay the iVbantes of Euboea came from Athens. The A bantes were a very warlike people, clofing with their enemies, and fighting hand to hand","Aba, Athens","GR,NG,US",4,"Greece,Nigeria,United States","Europe,Africa,North America"
"ABARIM, high mountains of fteep afcent, fepara- ting the country- of the Ammonites and Moabites from the land of Canaan, where Mofes died. According ta Jofephus, they flood oppofite to the territory of Jeri¬ cho, and were the laft ftation but one of the Ifraelites coming from Egypt. Nebo and Pifgah were parts of thefe mountains",,EG,4,Egypt,Africa
"Abas, in Heathen Mythology, was the fon of Hy- pothoon and Meganira, who entertained Ceres, and offered a facrifice to that goddefs; but Abas ridiculing the ceremony, and giving her opprobrious language, ftie fprinkled him with a certain mixture Are held inker cup, on which he became a newt or w;ater lizard",Ceres,ZA,4,South Africa,Africa
"ABBA, in Ancient Geography, a town of Africa Propria, near Carthage",Carthage,TN,4,Tunisia,Africa
"Abbot, George, archbifhop of Canterbury, was born O&ober 29. 1562, at Guildford in Surrey. He^ was the fon of Maurice Abbot a cloth-worker. He ftudied at Oxford, and in 1597 was chosen principal of Univerfity college. In 1599, he wras inftalled detm of Winchefler : the year following, he was chofen vice- chancellor of the univerfity of Oxford, and a fecond time in 1603. In 1604, the tranflation of the Bible p.ow in ufe was begun by the direction of King James j J ABB [ i AMjof. and Dr Abbot \vas the fecond of eight divines of Ox- ««-V-«wf0rd, to whom the care of tranflating the whole New 'i'eftament (excepting the Epiftles) was committed","George, Canterbury, Guildford, Surrey, Oxford, Oxford","GB,US,ZA,CA",4,"United Kingdom,United States,South Africa,Canada","Europe,North America,Africa,North America"
"'The year following, he was a third time vice-chancel¬ lor. In 1608, he went to Scotland with George Hume earl of Dunbar, to aflift in eftablifhing an union . between the churches of Scotland and England ; and in this bufinefs he conducted himfelf with fo much ad- drefs and prudence, that it laid the foundation of all his future preferment. King James ever after paid great deference to his advice and counfel j and upon the death of Dr Overton bilhop of Litchfield and Co¬ ventry, he named Dr Abbot for his fucceffor, who was accordingly eonhituted bilhop of thofe two united fees in December 1609. About a month afterwards he was tranllated to the fee of London, and on the fe¬ cond of November following was raifed to the archie- pifcopal fee","George, London","ZA,GB",4,"South Africa,United Kingdom","Africa,Europe"
"In 1597, he took his degree of dodftor in divinity: and, in the beginning of King James’s reign, was ap¬ pointed chaplain in ordinary to his Majefty j who had fuch an opinion of him as a writer, that he ordered the doftor’s book De Antichrifto to be printed, wflth his owrn commentary upon part of the Apocalypfe. In 1609, he w^as ele&ed mafter of Baliol college ; which truft he difcharged with the utmoft care and afliduity, by his frequent leisures to the fcholars, by his conti¬ nual prefence at public exercifes, and by promoting temperance in the fociety. In November 1610, he was nfade prebendary of Normanton in the church of Southwell j and, in 1612, his Majefty appointed him regius profeffor of divinity at Oxford. The fame of his leftures became very great; and thofe which he gave upon the fupreme powrer of kings, againft Bellar- snine and Suarez, fo much pleafed his Majefty, that wflien the fee of Saliftmry became vacant, he named him to that bifhopric, and he was confecrated by his own brother at Lambeth, December 3. 1615. When he came to Salisbury, he found the cathedral falling to decay, through the avarice and negligence of the cler¬ gy belonging to it •, however, he found means to draw five hundred pounds from the prebendaries, wdiich he applied towards repairing it. Here he devoted him- felf to the duties of his function with great diligence and afiiduity, viflting his -whole diocefe in perfon, and preaching every Sunday. But his fedentary life, and clofe application to ftudy, brought upon him the gra¬ vel and ftone ; of wdiich he died on the 2d of March 1618, in the 58th year of his age; having filled the fee only two years and three months. Dr Fuller *, fpeaking of the two brothers, fays, “ that George was “ the more plaufible preacher, Robert the greateft “ fcholar; George the abler ftatefman, Robert the “ deeper divine: gravity did frown in George, and “ fmile in Robert.” He publilhed feveral pieces ; and left behind him fundry manufcripts, which Dr Corbet prefented to the Bodleian library","Oxford, Salisbury, March, George, George, George","ZA,US,GB",4,"South Africa,United States,United Kingdom","Africa,North America,Europe"
"O. E. B. Q^,C. Offa ejus bene quiefcant condita",Offa,NG,4,Nigeria,Africa
"At this time, Egypt had yielded to the arms of Sa- ladin, who wras marching againft Paleftine for the pur- pofe of wrefting that country from the hands of the Chriftians : yet towards Egypt Abdollatiph was irre- fiftibly impelled by that literary curiofity which fo ftrongly marked his charadter. To the fuccefsfiil pro- fecution of this journey, the confent and patronage of the fultan were indifpenfably neceffary : but when the Arabian phyfician arrived at the camp near Acca, (the ancient Ptolemais, now Acre) to folicithis power¬ ful protedlion, he found the Saracens bewailing a defeat which they had recently experienced j a de¬ feat fo honourable to the fkill and valour of our Eng- lilh Richard, that nothing lefs than the late match- lefs defence of this fortrefs, by a handful of Britifli fea- men and marines, could have detradled from hs im¬ portance, or eclipfed its glory. Hence the lofty fpirit of the fultan was plunged into a morbid melancholy, which excluded the traveller from his prefence; bu* the favours which he received evinced the munificence of Saladin, and he perfifted in his defign of exploring the wonders of Egypt. One ftrong inducement which: influenced him on this occafion, was the inftrudHom which he hoped to derive from the fociety of the cele¬ brated Maimonides j and by A1 Kadi A1 Fadel, who had earneftly but unavailingly folicited him to return to Damafcus, he was furnilhed- with fuch recommen¬ dations as procured for him the moft flattering recep¬ tion at'Cairo. His talents and his virtues confirmed and increafed the kindnefs with which he was wel¬ comed on his firft arrival •, and the Egyptians of the higheft rank continued to vie wdth each other in cul¬ tivating his friendftiip","Kadi, Cairo","EG,IN",4,"Egypt,India","Africa,Asia"
"To A B D [ 1 Abdomen, To a dignified politenefs, and condefeendmg freedom, AWomina- prince Js faid to have adderl a munificent liberality . in the patronage of fcience and of art; and of this fatl, indeed, we have a laudable inftance in the pen- fion which he granted to Abdollatiph, and which a- mounted to 30 dinars per month. After the death of the fultan, this fum was raifed by his fons to 100 di¬ nars, till the ambition of their uncle forced them from the throne of Egypt and of Syria ; and thus was our traveller compelled to refort again to Damafcus, after a. fhort abode at Jerufalem : where his ledlures, and his treatifes, were equally the objedls of general admi¬ ration",,"EG,SY",4,"Egypt,Syrian Arab Republic","Africa,Asia"
"ABE F 2? ] ABE •Abefcfonv played. St Vincent’s was, by the middle of June, ad- by- ded to the BritiFh conquefts. Trinidad, in February J‘797> fliared the fame fate. He returned the fame year to Europe, and, in reward for fuch important fer- vices, was invefted with the red ribbon, appointed to the command of the regiment of Scots Greys, entruft- ed with the governments of the Ifle of Wight, Fort George, and Fort Auguftus, and raifed to the high mi¬ litary rank of lieutenant-general. He held, for a time, the chief command of the forces in Ireland. In that command, he laboured to maintain the difcipline of the army, to fupprefs the rifing rebellion, and to prote& the people from military oppreflion, with a care worthy alike of the great general and the enlightened and beneficent ftatefman. From that ftation he was called to the chief command of the forces in Scotland","Trinidad, George","IE,UY,ZA",4,"Ireland,Uruguay,South Africa","Europe,South America,Africa"
"But, by the Dutch, the French, the Britifh, it was ootifeffed, that even viftory, the moft decifive, could not have more confpicuoufly proved the talents of this illuftrious officer. His country applauded the choice, when he was fent with an army to difpolfefs the French of Egypt. His experience in Holland and Flanders, and in the climate of the Weft Indies particularly, fit¬ ted him for this new command. He accompliffied fome of the firft duties of a general, in carrying his ar¬ my in health, in fpirits, and with the requifite intelli¬ gence and fupplies, to the deftined fcene of adlion* The landing, the firft difpolitions, the attacks, and the courage oppofed to attack, the fpirit writh which his army appears to have been by confidence in their lead¬ er infpired, the extraordinary fuperiority which the Britifti infantry under his command evinced to that which was thought the braveft and beft difciplined in¬ fantry in the world, demonftrate that all the beft qualities of the greateft commanders were in Sir Ralph Abercromby united—that they were all fum- moped forth into activity, in the glorious achieve¬ ments amid which he fell.—-In his private charadter he was modeft, difinterefted, benevolent, and honourable",Holland,"FR,EG,US,NL",4,"France,Egypt,United States,Netherlands","Europe,Africa,North America,Europe"
"ABOARD, the infide of a flrip. Hence any perfon who enters a fhip is faid to go aboard: but wrhen an enemy enters in the time of battle, he is laid to hoardi a phrafe which always implies hoftility .—To fall Q- board of, is to ftrike or encounter another fliip when one or both are in motion, or to be driven upon a fliip by the force of the wind or current.—Aboard-main-tacky the order to draw the main-tack, i. e. the lower-corner of the main-fail, down to the Chess-tree, ABOASAR, in Geography, a village in Lower Egypt, fuppofed to be the ancient Bufiris",,EG,4,Egypt,Africa
"ABOCCIS, in Ancient Geography, the Abuncis of Ptolemy, a towrn of Ethiopia, fituated on the wreftern fide of the Nile near the great catarad",,ET,4,Ethiopia,Africa
"ABOUKIR, a fmall town of Egypt, fituated in the defert between Alexandria and Rofetta. It is the ancient Canopus, and is fituated, according to Mr ba- vary, fix leagues from Pharos. Pliny fays, from the teftimonies of antiquity, that it was formerly an ifland : and its local appearance makes this credible 5 for the grounds around it are fo low, that the fea ftill covered a part of them in the days of Strabo. I he town is built upon a rock, which forms a handfome road for (hipping, and was out of the reach of inundations",Alexandria,"EG,US",4,"Egypt,United States","Africa,North America"
"ABRAHAM, the father and flock whence the faithful fprung, was the fon of Terah. He was de- fcended from Noah by Shem, from whom he was nine degrees removed. Some fix his birth in the 130th year of Terah’s age, but others place it in his father’s 70th year. It is highly probable he was born in the city of Ur, in Chaldea, which he and his father left when they went to Canaan, where they remained till the death of Terah j after which, Abraham refumed his firft defign of going to Paleftine. The Scriptures mention the feve¬ ral places he flopped at in Canaan j his journey into Egypt, where his wife was carried off from him 5 his going into Gerar, where Sarah was again taken from him, but reftored, as before 5 the vidlory he obtained over the four kings who had plundered Sodom ; his compliance with his wife, who infifted that he fttould make ufe of their maid Hagar in order to raife up children-, the covenant God made with him, fealed with the ceremony of circumcifion j his obedience to the command of God, who ordered him to offer up his only fon as a facrifice, nnd how this bloody aft was prevented; his marriage with Keturah ; his death at the age of 175 years; and his interment in the cave of Machpelah, near the body of Sarah his firft wife",,EG,4,Egypt,Africa
"deliverance from Egypt. _ _ Abraham is faid to have been wrell ikilled in many^, de igne fciences, and to have w rote feveral books. Jofephusf Chaldeorum",,EG,4,Egypt,Africa
"mentions alfo a treatife fuppofed to be wrote by this patriarch. All the feveral works which Abraham compofed in the plains of Mamre, are faid to be con¬ tained in the library of the monaltery of the Holy Crofs on Mount Amaria in Ethiopia §. T he book on \ Kirchemt tbe creation was printed at Paris 1552, and tranflated T>e*tife of into Latin by Poftel: Rittangel, a converted Jew, and Lll)rariest profeffor at Konigfberg, gave alfo a Latin tranflationP' I42’ of it, with remarks, in 1642",Paris,"ET,US",4,"Ethiopia,United States","Africa,North America"
to have come from Egypt; whence they are of fome Abreaft ufe for explaining the antiquities of that country,,EG,4,Egypt,Africa
"Pliny tells us, that in his time the mountain Cym- botus, with the town of Cuntes, which flood on its fide, were wholly abforbed into the earth, fo that not the leaf! trace of either remained ; and he records the like fate of the city of Tantalis in Magnefia, and after it of the mountain Sypilus, both thus abforbed by a violent opening of the earth, Galanis and Gamales, towns once famous in Phoenicia, are recorded to have met the fame fate *, and the vail promontory, called Phegium, in Ethiopia, after a violent earthquake in the night-time, was not to be feen in the morning, the whole having difappeared, and the earth clofed over it. Thefe and many other hiftories, attefted by the authors of greatelt credit among the ancients, abun¬ dantly prove the fa£t in the earlier ages ; and there have not been w-anting too many inftances of more mo¬ dern date. {KirCher's Mund. Sub ter. p. 77.) Picus, a lofty mountain in one of the Molucca ifles, which was feen at a great diftance, and ferved as a land-mark to failors, was entirely deftroyed by an earthquake ; and its place is now occupied by a lake, the Ihores of which correfpond exaftly to the bafe of the mountain. In 1556, a fimilar accident happened in China. A whole province of the mountainous part of the country, with all the inhabitants, funk in a mo¬ ment, and was totally fwallowed up : 1 he fpace which was formerly land is alfo covered with an extenfive lake of water. And, during the earthquakes which pre¬ vailed in the kingdom of Chili, in the year 1646,^0- veral whole mountains of the Andes funk and difap¬ peared",,"ET,CN",4,"Ethiopia,China","Africa,Asia"
"The noble Venetian Cornaro, after all imaginable - means had proved vain, fo that his life was defpaired of at 40, recovered, and lived to near 1.00, by the mere efieft of abftinence ; as he lumlelf gives the ac¬ count. It is indeed furprifing to what a great age the primitive Chriftians of the eaft, who retired from tin* perfecudons into the deferts of Arabia and Egypt, li¬ ved* A B S Abftmence. ved, Healthful and cheerful, on a very little w-y—' Cafllan aflures us, that the common rate for 24 hours was 12 ounces of bread, and pure water : with fuch frugal fare St Anthony lived 105 years 4 James the Hermit, 104 ; Arfenius, tutor of the emperor Arca- dius, 120 ; St Epiphanius, 115 ? Simeon the Stylite, 112 ; and Romauld, 120. Indeed, we can match thefe inftances of longevity at home. Buchanan in¬ forms us, that one Laurence arrived at the great age of 140 by force of temperance and labour 5 and Spotf- wood mentions one Kentigern, afterwards called St Mongah or Mungo, who lived to loj by the fame means. Abftinence, however, is to be recommended only as it means a proper regimen 5 for in general it muft have bad confequences when obferved without a due regard to conftitution, age, ftrength, Sec.. Ac¬ cording to Dr Cheyne, moil of the chronical difeafes, the infirmities of old age, and the fhort lives of Eng- lifhmen, are owing to repletion ; and may be either cured, prevented, or remedied by abftinence ; but then the kinds of abilinence which ought to be obferved, either in ficknefs or health, are to be deduced from the laws of diet and regimen",Buchanan,"EG,LR",4,"Egypt,Liberia","Africa,Africa"
"Among the inferior animals, we fee extraordinary inftances of long abftinence. The ferpent kind, in par¬ ticular, bear abftinence to a wonderful degree. We have feen rattle-fnakes which had lived many months without any food, yet ftill retained their vigour and fiercenefs. Dr Shaw fpeaks of a couple of ceraftes (a fort of Egyptian ferpents), which had been kept five years in a bottle clofe corked, without any lort of food, unlefs a fmall quantity of fand in which they coiled themfelves up in the bottom of the veffel may be rec¬ koned as fuch : yet when he faw them, they had new¬ ly caft their Ikins, and were as brilk and lively as if juft taken. But it is natural for divers fpecies to pafs four, five, or fix months every year, without either eat¬ ing or drinking. Accordingly,-the tortoife, bear, dor- moufe, ferpent, See. are obferved regularly to retire, at thofe feafons, to their refpedftive cells, and hide them¬ felves, fome in the caverns of rocks or ruins 5 others dig holes under ground *, others get into woods, and lay themfelves up in the clefts of trees ; others bury themfelves under wrater, &c. And thefe animals are found as fat and flefny, after fome months abftinence, as * Phil. before.—Sir G. Ent * weighed his tortoife feveral years I'ranf. fucceffively, at its going to earth in Oftober, and coming out again in March 5 and found, that of four pounds four ounces, it only ufed to lofe about one ounce. In¬ deed we have inftances of men pafling feveral months as ftrittly abftinent as other creatures. In particular, the records of the Tower mention a Scotchman im- prifoned for felony, and ftrictly watched in that fortrefs for fix weeks, during which time he did not take the leaft fuftenance ; and on this account he obtained his pardon. Numberlefs inftances of extraordinary ab¬ ftinence, particularly from morbid caufes, are to be found in the different periodical Memoirs, Tranfaftions, Ephemerides, &c. It is to be added, that, in moft in¬ ftances of extraordinary human abftinence related by naturalifts, there wTere faid to have been apparent marks of a texture of blood and humours, much like that of the animals above mentioned. Though it is no improbable opinion, that the air itfelf may furnifti iomething for nutrition, it is certain, there are fub- [ 45 1   A I* S  food, ftances of all kinds, animal, vegetable, &c. floating Abfdrents in the atmofphere, which muft be continually taken in by refpiration; and that an animal body may be nouriih- ed thereby, is evident in the inftance of vipers ; which if taken when firft brought forth, and kept from every thing but air, will yet grow very confiderably in a few days. So the eggs of lizards are obferved to increafe in bulk, after they are produced, though there be no¬ thing to furnifti the increment but air alone 5 in like manner as the eggs or fpawn of fifties grow and are nourifhed with the water. And hence, fay fome, it is that cooks, turnfpit dogs, &c, though they eat but little, yet are ufually fat. See Fasting",March,"GB,EG",4,"United Kingdom,Egypt","Europe,Africa"
"Abydos, in Ancient Geography, an inland town of Egypt, betwTefen Ptolemais and Diofpolis Parva, to¬ wards Syene j famous for the palace of Memnon and the temple of Ofiris. A colony of Milefians j (Stepha¬ nus). It Was the only one in the country into which the fingers and dancers were forbidden to enter",,EG,4,Egypt,Africa
