Entry,City,Country code,Edition,Country,Continent
"This identification of two faculties, so strong¬ ly contrasted in their characteristical features, was least of all to he expected from a logician, who had previously limited the province of Ima¬ gination to the imitation of material objects; a limitation, it may be remarked in passing, which is neither sanctioned by common use, nor by just views of the philosophy of the mind. Upon what ground can it be alleged, that Milton’s portrait of Satan’s intellectual and moral cha¬ racter was not the offspring of the same creative faculty which gave birth to his Garden of Eden ? After such a definition, however, it is difficult to conceive, how so very acute a writer should have referred to Imagination the abstractions of the geometer and of the metaphysician; and still more, that he should have attempted to justify this reference, by observing, that these abstractions do not fall under the cognisance of the senses. My own opinion is, that, in the composition of the whole passage, he had a view to the unexpected parallel between Homer and Archimedes, with which he meant, at the close, to surprise his readers","Milton, Eden",US,8,United States,North America
"After the foregoing observations, it will not he expected that an attempt is to he made, in the following Essay, to solve a problem which has so recently baffled the powers of these eminent writers, and which will probably long continue to exercise the ingenuity of our suc¬ cessors. How much remains to he previously done for the improvement of that part of Logic, whose province it is to fix the limits by which contiguous departments of study are defined and separated! And how many unsuspected affinities may he reasonably presumed to exist among sciences, which, to our circumscribed views, appear at present the most alien from each other ! The abstract geometry of Apol¬ lonius and Archimedes was found, after an in¬ terval of two thousand years, to furnish a torch to the physical inquiries of Newton; while, in the further progress of knowledge, the Etymo¬ logy of Languages has been happily employed to fill up the chasms of Ancient History; and the conclusions of Comparative Anatomy, to il¬ lustrate the Theory of the Earth. For my own part, even if the task were executed with the most complete success, I should be strongly in¬ clined to think, that its appropriate place in an Encyclopaedia would be as a branch of the article on Logic;—certainly not as an exordium to the Preliminary Discourse; the enlarged and re¬ fined views which it necessarily presupposes be¬ ing peculiarly unsuitable to that part of the work which may be expected, in the first instance, to attract the curiosity of every reader",Newton,US,8,United States,North America
"“ He was invited into England by Wolsey, in 1523; and coming to Oxford, he read the Cardinal’s lecture of Humanity, and also lectures of Civil Law, which Henry VIII. and his Queen, Catherine, did him the honour of attending—(Ibid. p",Oxford,US,8,United States,North America
"In Luther’s Colloquia Mensalia we are told, that “ he abhorred the Schoolmen, and called them sophistical locusts, cater¬ pillars, frogs, and lice.” From the same work we learn, that “ he hated Aristotle, but highly esteemed Cicero, as a wise and a good man.”—See Jortin’s £,i/e of EmswMs, p. 121. _ ..",Cicero,US,8,United States,North America
"Without this emancipation of the lower or¬ ders, and the gradual diffusion of wealth by which it was accompanied, the advantages de¬ rived from the invention of printing would have been extremely limited. A certain degree of ease and independence is essentially requisite to inspire men with the desire of knowledge, and to afford the leisure necessary for acquiring it; and it is only by the encouragement which such a state of society presents to industry and ambi¬ tion, that the selfish passions of the multitude can be interested in the intellectual improve¬ ment of their children. It is only, too, in such a state of society, that education and books are likely to increase the sum of human happiness; for while these advantages are confined to one privileged description of individuals, they but furnish them with an additional engine for de¬ basing and misleading the minds of their infe¬ riors. To all which it may be added, that it is chiefly by the shock and collision of different and opposite prejudices, that truths are gradually cleared from that admixture of error which they have so strong a tendency to acquire, wherever the course of public opinion is forcibly con- 1 It was in consequence of this mode of conducting education by means of oral instruction alone, that the different sects of philosophy arose in ancient Greece; and it seems to have been with a view of counteracting the obvious inconveniences resulting from them, that Socrates introduced his peculiar method of questioning, with an air of sceptical diffidence, those whom he was anxious to instruct; so as to allow them, in forming their conclusions, the complete and unbiassed exercise of their own reason. Such, at least, is the apology offered for the apparent indecision of the Academic school, by one of its wisest as well as most eloquent adherents. “ As for other sects,” says Cicero, “ who are bound in fetters, before they are able to form any judgment of what is right or true, and who have been led to yield themselves up, in their tender years, to the guidance of some friend, or to the captivating eloquence of the teacher whom they have first heard, they as¬ sume to themselves the right of pronouncing upon questions of which they are completely ignorant; adhering to whatever creed the wind of doctrine may have driven them, as if it were the only rock on which their safety depended.”—Cic",Cicero,"GR,US",8,"Greece,United States","Europe,North America"
"century from the invention of printing, and the fall of the Eastern empire, Copernicus discovered the true theory of the planetary motions, and a very few years afterwards, was succeeded by the three great precursors of Newton,—Tycho Brahe, Kepler, and Galileo",Newton,US,8,United States,North America
"The step made by Copernicus may he justly regarded as one of the proudest triumphs of hu¬ man reason;—whether we consider the sagacity which enabled the author to obviate, to his own satisfaction, the many plausible objections which must have presented themselves against his con¬ clusions, at a period when the theory of motion was so imperfectly understood; or the hold spi¬ rit of inquiry which encouraged him to exercise his private judgment, in opposition to the autho¬ rity of Aristotle,—to the decrees of the church of Rome,—and to the universal belief of the learned, during a long succession of ages. He appears, indeed, to have well merited the enco¬ mium bestowed on him by Kepler, who calls him “ a man of vast genius, and, what is of still greater moment in these researches, a man of a free mind.” The establishment of the Copernican system, beside the new field of study which it opened to Astronomers, must have had great effects on philosophy in all its branches, by inspiring those sanguine prospects of future improvement, which stimulate curiosity, and invigorate the inventive powers. It afforded to the common sense, even of the illiterate, a palpable and incontrovertible proof, that the ancients had not exhausted the stock of possible discoveries; and that, in mat¬ ters of science, the creed of the Romish church was not infallible. In the conclusion of one of Kepler’s works, we perceive the influence of these prospects on his mind. “ Haec et cetera hujusmodi latent in pandectis sevi sequentis, non antea discenda, quam librum hunc Deus arbiter saeculorum recluserit mortalihus.”1 I have hitherto taken no notice of the effects of the revival of letters on Metaphysical, Moral, or Political science. The truth is, that little de¬ serving of our attention occurs in any of these departments prior to the seventeenth century; and nothing which hears the most remote ana¬ logy to the rapid strides made, during the six¬ teenth, in mathematics, astronomy, and physics",Rome,US,8,United States,North America
"“ As late as the year 1598, Daniel Hofman, Professor of Divinity in the University of Helmstadt, laying hold of some particular opinions of Luther, extravagantly maintained, that philosophy was the mortal enemy of religion ; that tiuth was divisible into two branches, the one philosophical and the other theological; and that what was true in philosophy was fa.se in theology.”—Mosheim, Vol. IV. p. 18",University,US,8,United States,North America
"To those who are uninitiated in the mysteries of the conclave, his inference would certainly ap¬ pear much less logical than that of the old Ro¬ man Pagans, who petitioned the Senate to con¬ demn the works of Cicero to the flames, as they predisposed the minds of those who read them for embracing the Christian faith",Cicero,US,8,United States,North America
"At the same period with Franciscus Patricius, flourished another learned Italian, Albericus Gentilis, whose writings seem to have attracted more notice in England and Germany than in his own country. His attachment to the reform¬ ed faith having driven him from Italy, he sought an asylum at Oxford, where, in 1587, he was ap¬ pointed professor of the Civil Law, an office which he held till the period of his death in 1611.3 He was the author of a treatise De Jure Belli, in three books, which appeared successively in 1588 and 1589, and were first published to¬ gether at Hanau in 1598. His name, however, has already sunk into almost total oblivion; and I should certainly not have mentioned it on the present occasion? were it not for his indisputable merits as the precursor of Grotius, in a depart¬ ment of study which, forty years afterwards, the celebrated treatise De Jure Belli et Pads was 1 His Discussion.es Peripateticoe were printed at Venice in 1571. Another work, entitled Novade Universis Philosophia, also printed at Venice, appeared in 1593. I have never happened to meet with either; but from the account given of the au- thor by Thuanus, he does not seem to have attracted that notice from his contemporaries, to which his learning and talents entitled him (Thuan. Hist. Lib. cxix. xvii.). His Discussiones Peripateticce are mentioned by Brucker in the following terms: “ Opus egregium, doctum, varium, luculentum, sed invidia odioque iti Aristotelem plenum satis superquc.""—(Hist","Oxford, Venice, Venice","US,IT,DE",8,"United States,Italy,Germany","North America,Europe,Europe"
