Entry,City,Country code,Edition,Country,Continent
"The dialogue of our illustrious countryman Buchanan, De Jure Regni apud Scotos, though occasionally disfigured by the keen and indig¬ nant temper of the writer, and by a predilection (pardonable in a scholar warm from the schools of ancient Greece and Rome) for forms of policy unsuitable to the circumstances of modern Europe, bears, nevertheless, in its general spirit, a closer resemblance to the political philosophy of the eighteenth century, than any composition which had previously appeared. The ethical paradoxes afterwards inculcated by Hobbes as the ground-work of his slavish theory of govern¬ ment, are anticipated and refuted, and a power¬ ful argument is urged against that doctrine of Utility which has attracted so much notice in our times. The political reflections, too, inci¬ dentally introduced by the same author in his History of Scotland, bear marks of a mind worthy of a better age than fell to his lot. Of this kind are the remarks with which he closes his narrative of the wanton cruelties exercised in punishing the murderers of James the First","Buchanan, Rome, Of","GR,LR,US,TR",8,"Greece,Liberia,United States,Turkey","Europe,Africa,North America,Asia"
". that, at the end of the sixteenth century, the Scottish nation were advancing not less rapidly than their neighbours, in every species of mental cultivation, is sufficiently attested by their literary remains, both in the Latin language and in then- own vernacular tongue. A remarkable testimony to the same purpose occurs in the dialogue above quoted, the author of which had spent the best years of his life in the most polished society of the Continent. “ As often,” says Buchanan, as I turn my eyes to the niceness and elegance of our own times, the ancient manners of our forefathers appear sober and venerable, but withal rough and horrid.”—“ Quoties oculosad nostri temporis munditiaset elegantiam refero, antiquitas ilia sancta et sobiia, sed horrida tamen, et nondum satis expolita fuisse videtur.”—(De Jure Regni apud Scotos.') One would think, that he conceived the taste of his countrymen to have then arrived at the ne plus ultra of national refinement, Aurea nunc, olim sylvestribus horrida dumis",Buchanan,LR,8,Liberia,Africa
"HOBBES.* « The philosopher of Malmesbury,” says Dr Warburton, “ was the terror of the last age, as Tindall and Collins are of this. The press sweat with controversy; and every young churchman militant, would try his arms in thundering on Hobbes’s steel cap. 5 Nor was the opposition to Hobbes confined to the clerical order, or to the controversialists of his own times. The most eminent moralists and politi¬ cians of the eighteenth century may be ranked in the number of his antagonists; and even at the present moment, scarcely does there appear a new publication on Ethics or Jurisprudence, where a refutation of Hobbism is not to be found","Malmesbury, Warburton","ZA,PK",8,"South Africa,Pakistan","Africa,Asia"
"All men are by nature equal; and, prior to government, they had all an equal right to en¬ joy the good things of this world. Man, too, is (according to Hobbes) by nature a solitary and purely selfish animal; the social union being en¬ tirely an interested league, suggested by pruden¬ tial views of personal advantage. The necessary consequence is, that a state of nature must be a state of perpetual warfare, in which no indivi¬ dual has any other means of safety than his own strength or ingenuity ; and in which there is no room for regular industry, because no secure en¬ joyment of its fruits. In confirmation of this view of the origin of society, Hobbes appeals to facts falling daily within the circle of our own experience. “ Does not a man (he asks), when taking a journey, arm himself, and seek to go well accompanied ? When going to sleep, does he not lock his doors ? Nay, even in his own house, does he not lock his chests ? Does he not there as much accuse mankind by his actions, as I do by my words ?”1 An additional argu¬ ment to the same purpose may, according to some later Hobhists, be derived from the in¬ stinctive aversion of infants for strangers; and from the apprehension which, it is alleged, every person feels, when he hears the tread of an unknown foot in the dark",Man,CI,8,Côte d'Ivoire,Africa
"How much nearer the truth, even in the science of politics, is Bacon’s cardinal principle, that knowledge is power !—a principle, which applies to Man not less in his corporate than in his individual capacity ; and which may be safely trusted to as the most solid of all foundations for our reasonings concerning the future history of the world",Man,CI,8,Côte d'Ivoire,Africa
"and observation), the study of Man can never be successfully prosecuted. It is only by re¬ tiring within ourselves that we can obtain a key to the characters of others; and it is only by observing and comparing the characters of others that we can thoroughly understand and appre¬ ciate our own",Man,CI,8,Côte d'Ivoire,Africa
"His constitutional temper, it is probable, pre¬ disposed him to scepticism; but this original bias could not fail to be mightily strengthened by the disputes, both religious and political, which, during his lifetime, convulsed Europe, and more particularly his own country. On a mind like his it may be safely presumed, that the writings of the Reformers, and the instruc¬ tions of Buchanan, were not altogether without effect; and hence, in all probability, the per¬ petual struggle, which he is at no pains to con¬ ceal, between the creed of his infancy, and the lights of his mature understanding. He speaks, indeed, of ££ reposing tranquilly on the pillow of doubtbut this language is neither reconcileable with the general complexion of his works, nor with the most authentic accounts we have re¬ ceived of his dying moments. It is a maxim of his own, that, ££ in forming a judgment of a man’s life, particular regard should be paid to his behaviour at the end of itto which he pathetically adds, ££ that the chief study of his own life was, that his latter end might be de¬ cent, calm, and silent.” The fact is (if we may credit the testimony of his biographers), that, in his declining years, he exchanged his boast¬ ed pillow of doubt for the more powerful opiates prescribed by the infallible church; and that he 1 Book i. chap. xxv",Buchanan,LR,8,Liberia,Africa
"2 Montaigne s education, however, had not been neglected by his father. On the contrary, he tells us himself, that George Buchanan, the great poet of Scotland, and Marcus Antonius Muretus, the best orator of his time, were among the number of his domestic preceptors.”—“ Buchanan,” he adds, “ when I saw him afterwards in the retinue of the late Mareschal de Brissac, told me, that he was about to write a treatise on the education of children, and that he would take the model of it from mine.”—Book i. chap. xxv",Buchanan,LR,8,Liberia,Africa
"51 expired in performing what his old preceptor Buchanan would not have scrupled to describe as an act of idolatry.1 2 The scepticism of Montaigne seems to have been of a very peculiar cast, and to have had little in common with that either of Bayle or of Hume. The great aim of the two latter writers evidently was, by exposing the uncertainty of our reasonings whenever we pass the limit of sensible objects, to inspire their readers with a complete distrust of the human faculties on all moral and metaphysical topics. Montaigne, on the other hand, never thinks of forming a sect; hut, yielding passively to the current of his re¬ flections and feelings, argues, at different times, according to the varying state of his impressions and temper, on opposite sides of the same ques¬ tion. On all occasions, he preserves an air of the most perfect sincerity; and it was to this, I presume, much more than to the superiority of his reasoning powers, that Montesquieu al¬ luded, when he said, “ In the greater part of authors I see the writer; in Montaigne I see nothing hut the thinker.” The radical fault of his understanding consisted in an incapacity of forming, on disputable points, those decided and fixed opinions which can alone impart either force or consistency to intellectual character",Buchanan,LR,8,Liberia,Africa
"C est anx oons et utiles ecrits de le clouer a eux, et ira sa fortune selon le credit de notre etat."" How completely have both the predictions in the last sentence been verified by the subsequent history of the French language! , h (’yvupiai) ray; Xayay; fiorjuav fttya.Xnr, ftixy fuy om r»jv Qo^nKornra, rus ux^ouruv' %ulgt>vffi yaj, lav r/; Jta.Ho'kov Xiyuv, Tf“ txetni Ttctra, tfcoviri. H fitv yap yvcofAV, llgnrui, xudoXov hrn' pstii^ovtri at xctHoXou Xtyofiivov, a satr* ^a; ^ayaraXa^aavavrs; rvy^ovre cloh u r,s yi/rar; ry^fi aas^Wva; »j rl*va/; (puvXon, urohfar a* rev uVavra;, aySiv yurcyia, ■^uXitan^o))' ?), on ovoiv wXitJiangov riuvovoiu;.—Arist. Rhet. Lib. il. c. xxi",Ho,"GH,FR",8,"Ghana,France","Africa,Europe"
