Entry,City,Country code,Edition,Country,Continent
"1 I have ventured here to combine a scriptural expression with an allusion of Plato’s to a Grecian game;—an allusion which, in his writings, is finely and pathetically applied to the rapid succession of generations, through which the continuity of human life is maintained from age to age; and which are perpetually transferring from hand to hand the concerns and du¬ ties of this fleeting scene, revvaim; T£ xa) ixrgsQovns ‘raT'Sas, xa.6a‘jrtt> tou [iiov oraga'didovrii aXXoi; aXXaiv.—(Plato, Leg","Plato, Plato",CO,8,Colombia,South America
"3 It is observed by Dr Cudworth, that the doctrine which refers the origin of moral distinctions to the arbitrary ap¬ pointment of the Deity, was strongly reprobated by the ancient fathers of the Christian church, and that “ it crept up afterward in the scholastic ages; Occam being among the first that maintained that there is no act evil, hut as it is prohi¬ bited by God, and which cannot he made good, if it be commanded by him. In this doctrine he was quickly followed by Petrus Alliacus, Andreas de Novo Castro, and others.”—See Treatise of Immutable Morality",Castro,CL,8,Chile,South America
"Not that Italy was then destitute of writers who pretended to the character of philosophers; hut as their attempts were, in general, limited to the exclusive illustration and defence of some one or other of the ancient systems for which they had conceived a predilection, they added but little of their own to the stock of useful know¬ ledge, and are now remembered chiefly from the occasional recurrence of their names in the catalogues of the curious, or in the works of philological erudition. The zeal of Cardinal Bessarion, and of Marsilius Ficinus, for the re¬ vival of the Platonic philosophy, was more pe¬ culiarly remarkable, and, at one time, produced so general an impression, as to alarm the follow¬ ers of Aristotle for the tottering authority of their master. If we may credit Launoius, this great revolution was on the point of being ac¬ tually accomplished, when Cardinal Bellarmine warned Pope Clement VIII. of the peculiar dan¬ ger of showing any favour to a philosopher whose opinions approached so nearly as those of Plato to the truths revealed in the Gospel",Plato,"IT,CO",8,"Italy,Colombia","Europe,South America"
"In reading La Rochefoucauld, it should ne¬ ver be forgotten, that it was within the vortex of a court he enjoyed his chief opportunities of studying the world; and that the narrow and exclusive circle in which he moved was not likely to afford him the most favourable speci¬ mens of human nature in general. Of the Court of Lewis XIV. in particular, we are told by a very nice and reflecting observer (Madame de la Fayette), that C£ ambition and gallantry were the soul, actuating alike both men and wo¬ men. So many contending interests, so many different cabals were constantly at work, and in all of these, women bore so important a part, that love was always mingled with business, and business with love. Nobody was tranquil or in¬ different. Every one studied to advance him¬ self by pleasing, serving, or ruining others. Idle¬ ness and languor were unknown, and nothing was thought of but intrigues or pleasures.” In the passage already quoted from Voltaire, he takes notice of the effect of La Rochefou¬ cauld’s Maxims, in improving the style of French composition. We may add to this remark, that their effect has not been less sensible in vitiating the tone and character of French philosophy, by bringing into vogue those false and degrading representations of human nature and of human life, which have prevailed in that country, more or less, for a century past. Mr Addison, in one of the papers of the Taller, expresses his in¬ dignation at this general bias among the French writers of his age. “ It is impossible,” he ob¬ serves, “ to read a passage in Plato or Tully, and a thousand other ancient moralists, without being a greater and better man for it. On the contrary, I could never read any of our modish French authors, or those of our own country, who are the imitators and admirers of that nation, without being, for some time, out of humour with myself, and at everything about me. Their business is to depreciate human nature, and to consider it under the worst appearances; they give mean interpretations and base motives to the worthiest actions. In short, they endeavour to make no distinction between man and man, or between the species of man and that of the brutes.”1 It is very remarkable, that the censure here bestowed by Addison on the fashionable French wits of his time should be so strictly applicable to Helvetius, and to many others of the most admired authors whom France has produced in our own day. It is still more remarkable to find the same depressing spirit shedding its malig¬ nant influence on French literature, as early as the time of La Rochefoucauld, and even of Mon¬ taigne ; and to observe how very little has been done by the successors of these old writers, but to expand into grave philosophical systems their loose and lively paradoxes; disguising and for¬ tifying them by the aid of those logical princi¬ ples, to which the name and authority of Locke have given so wide a circulation in Europe","Of, Plato, Addison, Mon","FR,TR,CO,US,IN",8,"France,Turkey,Colombia,United States,India","Europe,Asia,South America,North America,Asia"
"In the actual state of science, these speculations might well have been spared. Where is the sober metaphysician to be found, who now speaks of the immortality of the soul as a logi¬ cal consequence of its immateriality; instead of considering it as depending on the will of that Being by whom it was at first called into exist¬ ence ? And, on the other hand, is it not uni¬ versally admitted by the best philosophers, that whatever hopes the light of nature encourages beyond the present scene, rest solely (like all our other anticipations of future events) on the general tenor and analogy of the laws by which we perceive the universe to he governed ? The proper use of the argument concerning the im¬ materiality of mind, is not to establish any posi¬ tive conclusion as to its destiny hereafter ; hut to repel the reasonings alleged by materialists, as proofs that its annihilation must he the ob¬ vious and necessary effect of the dissolution of the body.1 I thought it proper to state this consideration pretty fully, lest it should be supposed that the logical method recommended by Descartes for studying the phenomena of mind, has any ne¬ cessary dependence on his metaphysical opinion concerning its being and properties, as a separate substance.2 3 Between these two parts of his system, however, there is, if not a demonstrative connection, at least a natural and manifest af¬ finity ; inasmuch as a steady adherence to his logical method (or, in other words, the habitual exercise of patient refection), by accustoming us to break asunder the obstinate associations to which materialism is indebted for the early hold it is apt to take of the fancy, gradually and insensibly predisposes us in favour of his me¬ taphysical conclusion. It is to be regretted, that, in stating this conclusion, his commentators should so frequently make use of the word spiri¬ tuality ; for which I do not recollect that his own works afford any authority. The proper expression is immateriality, conveying merely a negative idea; and, of consequence, implying nothing more than a rejection of that hypothesis concerning the nature of M(pd, which the scheme of materialism so gratuitously, yet so dogmati¬ cally assumes.5 The power of Reflection, it is well known, is the last of our intellectual faculties that unfolds itself; and, in by far the greater number of in¬ dividuals, it never unfolds itself in any consider¬ able degree. It is a fact equally certain, that, long before the period of life when this power begins to exercise its appropriate functions, the understanding is already preoccupied with a 1 “ We shall here be content,” says the learned John Smith of Cambridge, “with that sober thesis of Plato, in his Timasus, who attributes the perpetuation of all substances to the benignity and liberality of the Creator; whom he there¬ fore brings in thus speaking, vpik; ix. a6a.va.roi ovSi uXuroi, x. r. X. You are not of yourselves immortal nor indissoluble, but would relapse and slide back from that being which I have given you, should I withdraw the influence of my own power from you ; but yet you shall hold your immortality by a patent from myself."" (Select Discourses, Cambridge, 1660.) I quote this pas¬ sage from one of the oldest partisans of Descartes among the English philosophers","Cambridge, Plato, Cambridge","US,CO,UK",8,"United States,Colombia,N/A","North America,South America,N/A"
"Unfortunately for Descartes, while he so clear¬ ly perceived that the origin of those ideas which are the most interesting to human happiness, could not he traced to our external senses, he had the weakness, instead of stating this funda¬ mental proposition in plain and precise terms, to attempt an explanation of it by the extrava¬ gant hypothesis of innate ideas. This hypothesis gave Gassendi great advantages over him, in the management of their controversy; while the subsequent adoption of Gassendi’s reasonings against it by Locke, has led to a very general but ill-founded belief, that the latter, as well as the former, rejected, along with the doctrine of innate ideas, the various important and well- ascertained truths combined with it in the Car¬ tesian system.1 The hypothetical language afterwards intro¬ duced by Leibnitz concerning the human soul (which he sometimes calls a living mirror of the universe, and sometimes supposes to contain within itself the seeds of that knowledge which is gradually unfolded in the progressive exercise of its faculties), is another impotent attempt to explain a mystery unfathomable by human rea¬ son. The same remark may be extended to some of Plato’s reveries on this question, more particularly to his supposition, that those ideas which cannot be traced to any of our external senses, were acquired by the soul in its state of pre-existence. In all of these theories, as well as in that of Descartes, the cardinal truth is as¬ sumed as indisputable, that the Senses are not the only sources of human knowledge; nor is any thing wanting to render them correctly lo¬ gical, but the statement of this truth as an ulti¬ mate fact {or at least as a fact hitherto unex¬ plained) in our intellectual frame",Plato,CO,8,Colombia,South America
"1 “ Toutes nos differentes perceptions sont attachees aux differens changemens qui arrivent dans les fibres de la partie principale du cerveau dans laquelle Tame reside plus particulierement.”—(Rech. de la Verite, Liv, ii. chap, v.) These changes in the fibres of the brain are commonly called by Malebranche ebranlemens;—a word which is frequently rendered by his old English translator (Taylor) vibrations. “ La seconde chose,” says Malebranche, “ qui se trouve dans chacune des sensations, est Vebranlement des fibres de nos nerfs, qui se communique jusqu’au cerveau thus translated by Taylor: “ The second thing that occurs in every sensation is the vibration of the fibres of our nerves, which is communicated to the brain.”—Liv. i. chap, xii.) Nor was the theory of association overlooked by Malebranche. See, in particular, the third chapter of his second book, entitled, De la liaison mutuelle des idecs de Vesprit, et des traces du cerveau ; et de la, liaison mutuelle des traces avec les traces, et des idles avec les idles","Tame, Taylor, Taylor","US,CO,UK",8,"United States,Colombia,N/A","North America,South America,N/A"
"The idolatry in which the Greek and Roman writers were held by his immediate predecessors, although it may help to account for this weak¬ ness, cannot altogether excuse it in a man of so strong and enlarged an understanding. Locke (as we are told by Dr Warton) 44 affected to de¬ preciate the ancients; which circumstance (he adds), as I am informed from undoubted autho¬ rity, was the source of perpetual discontent and dispute betwixt him and his pupil, Lord Shaftes- 1 Leib. Op. Tom. VI. p. 226. , , .. , 2 Descartes has struck into nearly the same train of thinking with the above, but his remarks apply much be ter o writings of Locke than to his own. * a-(P' i a l “ L’experience m’apprit, que quoique mes opinions surprennent d’abord, parce qu’elles sont tort uitlerentesyies \u - eaires, cependant, apres qu’on les a comprises on les trouve si simples et si conformes au sens cornmun, qu on cesse entierement de les admirer, et par la meme d’en faire cas: parceque tel est le naturel des. hommes qu ns n estimen que les choses qui leur laissent d’admiration et qu’ils ne possedent pas tout-a-fait. C’est ainsi que quoique la sante sou le plus grand de tous les biens qui concernent le corps, c’est pourtant celui auquel nous faisons le moms de reflexion, et que nous goutons le moins. Or, la connoissance de la verite est comme la sante de Tame; lorsque on la possede on u‘y pense plus.”—Lettres, Tome I. Lettre xliii.) DISSERTATION FIRST","Roman, Tame","RO,CO,GR",8,"Romania,Colombia,Greece","Europe,South America,Europe"
"121 bury ; who, in many parts of the Characteristics, has suggested some of the maxims in his Tract has ridiculed Locke’s philosophy, and endea- on Education.3 He had been treated, himself, voured to represent him as a disciple of Hobbes.” it would appear, with very little indulgence by To those who are aware of the direct opposition his parents; and probably was led by that filial between the principles of Hobbes, of Montaigne, veneration which he always expressed for their of Gassendi, and of the other minute philosophers memory, to ascribe to the early habits of self- with whom Locke sometimes seems unconsci- denial imposed on him by their ascetic system ously to unite his strength,—and the principles of ethics, the existence of those moral qualities of Socrates, of Plato, of Cicero, and of all the which he owed to the regulating influence of his soundest moralists, both of ancient and of mo- own reason in fostering his natural dispositions; dern times, the foregoing anecdote will serve at and which, under a gentler and more skilful cul- once to explain and to palliate the acrimony of ture, might have assumed a still more engaging some of Shaftesbury’s strictures on Locke’s and amiable form. His father, who had served Ethical paradoxes.1 in the Parliament’s army, seems to have retain- With this disposition of Locke to depreciate ed through life that austerity of manners which the ancients, was intimately connected that con- characterised his puritanical associates; and, tempt which he everywhere expresses for the notwithstanding the comparative enlargement study of Eloquence, and that perversion of taste and cultivation of Mr Locke’s mind, something which led him to consider Blackmore as one of of this hereditary leaven, if I am not mistaken, the first of our English poets.2 That his own continued to operate upon many of his opinions imagination was neither sterile nor torpid, ap- and habits of thinking. If, in the Conduct of pears sufficiently from the agreeable colouring the Understanding, he trusted (as many have and animation which it has not unfrequently thought) too much to nature, and laid too little imparted to his style : but this power of the mind stress on logical rules, he certainly fell into the he seems to have regarded with a peculiarly jea- opposite extreme in everything connected with lous and unfriendly eye ; confining his view ex- the culture of the heart; distrusting nature al- clusively to its occasional effects in misleading together, and placing his sole confidence in the the judgment, and overlooking altogether the effects of a systematical and vigilant discipline, important purposes to which it is subservient, That the great object of education is not to both in our intellectual and moral frame. Hence, thwart and disturb, but to study the aim, and to in all his writings, an inattention to those more facilitate the accomplishment of her beneficial attractive aspects of the mind, the study of which arrangements, is a maxim, one should think, (as Burke has well observed) <c while it com- obvious to common sense; and yet it is only of municates to the taste a sort of philosophical late years that it has begun to gain ground even solidity, may be expected to reflect back on the among philosophers. It is but justice to Rous- severer sciences some of those graces and ele- seau to acknowledge, that the zeal and ele¬ gancies, without which the greatest proficiency quence with which he has enforced it, go far in these sciences will always have the appear- to compensate the mischievous tendency of some ance of something illiberal.” of his other doctrines","Plato, Cicero, Burke","US,CO,UK",8,"United States,Colombia,N/A","North America,South America,N/A"
"Some preliminary steps towards such an union had been already taken by Wallis in England, and by Mersenne in France; but the literary commerce, of which they were the centres, was confined almost exclusively to Mathematics and to Physics; while the comprehensive corre¬ spondence of Leibnitz extended alike to every pursuit interesting to man, either as a specu¬ lative or as an active being. From this time forward, accordingly, the history of philosophy involves, in a far greater degree than at any former period, the general history of the human mind; and we shall find, in our attempts to trace its farther progress, our attention more and more irresistibly withdrawn from local de¬ tails to more enlarged views of the globe which we inhabit. A striking change in this literary commerce among nations took place, at least in the western parts of Europe, before the death of Leibnitz; hut, during the remainder of the last century, it continued to proceed with an accelerated rapidity over the whole face of the civilised world. A multitude of causes, un¬ doubtedly, conspired to produce it; hut I know of no individual whose name is better entitled than that of Leibnitz, to mark the era of its commencement.1 I have already, in treating of the philosophy of Locke, said enough, and perhaps more than enough, of the opinion of Leibnitz concerning the origin of our knowledge. Although expressed in a different phraseology, it agrees in the most essential points with the innate ideas of the Car¬ tesians ; hut it approaches still more nearly to some of the mystical speculations of Plato. The very exact coincidence between the language of Leibnitz on this question, and that of his con¬ temporary Cudworth, whose mind, like his own, was deeply tinctured with the Platonic Meta¬ physics, is not unworthy of notice here, as an historical fact; and it is the only remark on this part of his system which I mean to add at pre¬ sent to those in the preceding history",Plato,"FR,CO",8,"France,Colombia","Europe,South America"
"The theory of pre-established harmony led, by a natural and obvious transition, to the scheme of Optimism. As it represented all events, both in the physical and moral worlds, as the neces¬ sary effects of a mechanism originally contrived and set a-going by the Deity, it reduced its au¬ thor to the alternative of either calling in ques¬ tion the Divine power, wisdom, and goodness, or of asserting that the universe which he had called into being was the best of all possible systems. This last opinion, accordingly, was eagerly embraced by Leibnitz; and forms the subject of a work entitled Theodiccea, in which are combined together, in an extraordinary de¬ gree, the acuteness of the logician, the imagina¬ tion of the poet, and the impenetrable, yet sub¬ lime darkness, of the metaphysical theologian.5 The modification of Optimism, however, adopt¬ ed by Leibnitz, was, in some essential respects, peculiar to himself. It differed from that of Plato, and of some other sages of antiquity, in considering the human mind in the light of a spiritual machine, and, of consequence, in posi- 1 Absurd as the hypothesis of a Pre-established Harmony may now appear, not many years have elapsed since it was the pre vailing, or rather universal creed, among the philosophers of Germany. “II fut un temps” (says the celebrated Euler/ “ ou le systeme de Pharmonie pre-etablie etoit tellement en vogue dans toute PAllemagne, que ceux qui en doutoient, pas- soient pour des ignorans, ou des esprits bornes.”—(Letires de M. Euler d une Princesse d'Allemagne, 83e Lettre.) It would be amusing to reckon up the succession of metaphysical creeds which have been since swallowed with the same implicit faith by this learned and speculative, and (in all those branches of knowledge where imagination has no influence over the judg¬ ment) profound and inventive nation",Plato,"DE,CO",8,"Germany,Colombia","Europe,South America"
"According to Plato, every thing is right, so far as it is the work of God;—the creation of beings endowed with free will, and consequently liable to moral delinquency—and the government of the world by general laws, from which oc¬ casional evils must result,—furnishing no ob¬ jection to the perfection of the universe, to which a satisfactory reply may not he found in the partial and narrow views of it, to which our fa¬ culties are at present confined. But he held at the same time, that, although the permission of moral evil does not detract from the goodness of God, it is nevertheless imputable to man as a fault, and renders him justly obnoxious to punishment. This system (under a variety of forms) has been in all ages maintained by the wisest and best philosophers, who, while they were anxious to vindicate the perfections of God, saw the importance of stating their doctrine in a manner not inconsistent with man’s free will and moral agency",Plato,CO,8,Colombia,South America
"The scheme of Optimism, on the contrary, as 127 proposed by Leibnitz, is completely subversive of these cardinal truths. It was, indeed, view¬ ed by the great and excellent author in a very different light; hut in the judgment of the most impartial and profound inquirers, it leads, by a short and demonstrative process, to the annihi¬ lation of all moral distinctions.1 It is of great importance to attend to the dis¬ tinction between these two systems; because it has, of late, become customary among sceptical writers, to confound them studiously together, in order to extend to both that ridicule to which the latter is justly entitled. This, in particu¬ lar, was the case with Voltaire, who, in many parts of his later works, and more especially in his Candide, has, under the pretence of expos¬ ing the extravagancies of Leibnitz, indulged his satirical raillery against the order of the uni¬ verse. The success of his attempt was much aided by the confused and inaccurate manner in which the scheme of optimism had been re¬ cently stated by various writers, who, in their zeal to 44 vindicate the ways of God,” had been 1 It is observed by Dr Akenside, that “ the Theory of Optimism has been delivered of late, especially abroad, in a man¬ ner which subverts the freedom of human actions; whereas Plato appears very careful to preserve it, and has been in that re¬ spect imitated by the best of his followers.”—(Notes on the 2d Book of the Pleasures of the Imagination.) I am perfectly aware, at the same time, that different opinions have been entertained of Plato’s real sentiments on this sub¬ ject ; and I readily grant that passages with respect to Fate and Necessity may be collected from his works, which it would be very difficult to reconcile with any one consistent scheme—(See the Notes of Mosheimon his Latin Version of Cudworth’s Intellectual System, Tome. I. pp. 10. 310, et seq. Lugd. Batav. 1773.) Without entering at all into this question, I may be permitted here to avail myself, for the sake of conciseness, of Plato’s name, to distinguish that modification of optimism which I have opposed in the text to the optimism of Leibnitz. The follow¬ ing sentence, in the 10th Book De Repuhlica, seems sufficient of itself to authorise this liberty:—'Aeirri Si d.'Sira-oTov, %v riftwv xa) cc'riy.K^wv, vrAiov xou iAccrrov otvrrts ixaixTos &%u. alrla. iAo[/.tvu. ©sc? avuiTiog. Virtus inviolabilis ac libera quam prout honerabit quis aut negliget, ita plus aut minus ex eapossidebit. Eligentis quidem culpa est omnis. Deus vero eoctra culpam","Plato, Plato, Plato",CO,8,Colombia,South America
"This approaches very nearly to the optimism of Leibnitz, and has certainly nothing in common with the optimism of Plato",Plato,CO,8,Colombia,South America
"129 nets may be supposed to have any practical ef¬ fect on human conduct, the tendency of his doc¬ trines is not less dangerous than that of the most obnoxious systems avowed by his predecessors.1 The scheme of necessity was still farther adorn¬ ed and sublimed in the Theodiccea of Leibnitz, by an imagination nurtured and trained in the school of Plato. “ May there not exist,” he asks on one occasion, t£an immense space beyond the region of the stars ? and may not this empyreal heaven be filled with happiness and glory ? It may be conceived to resemble an ocean, where the rivers of all those created beings that are des¬ tined for bliss shall finish their course, when arrived in the starry system, at the perfection of their respective natures.”—(Leib. Op. Tom. I",Plato,CO,8,Colombia,South America
"The fact is indisputable, and is admitted even by his most partial admirers. It may not he equally useless to remark the benefits which (whether foreseen or not by the author, is of little conse¬ quence) have actually resulted to literature from his indefatigable labours. One thing will, I ap¬ prehend, be very generally granted in his favour, that, if he has taught men to suspend their judg¬ ment, he has taught them also to think and to reason for themselves; a lesson which appeared to a late philosophical divine of so great impor¬ tance, as to suggest to him a doubt, whether it would not be better for authors to state nothing but premises, and to leave to tbeir readers the task of forming their own conclusions.1 Nor can Bayle be candidly accused of often discover¬ ing a partiality for any particular sect of philo¬ sophers. He opposes Spinoza and Hobbes with the same spirit and ability, and apparently with the same good faith, with which he controverts the doctrines of Anaxagoras and of Plato",Plato,CO,8,Colombia,South America
